,player_id,name,position,combine_player_ids,season_played,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attempts,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,passing_attempts_average,passing_completions_average,passing_yards_average,passing_rating_average,passing_touchdowns_average,passing_interceptions_average,passing_sacks_average,passing_sacks_yards_lost_average,rushing_attempts_average,rushing_yards_average,rushing_touchdowns_average,receiving targets_average,receiving_receptions_average,receiving_yards_average,receiving_touchdowns_average,kick_return_attempts_average,kick_return_yards_average,kick_return_touchdowns_average,punt_return_attempts_average,punt_return_yards_average,punt_return_touchdowns_average,defense_sacks_average,defense_tackles_average,defense_tackle_assists_average,defense_interceptions_average,defense_interception_yards_average,defense_interception_touchdowns_average,defense_safeties_average,point_after_attempts_average,point_after_makes_average,field_goal_attempts_average,field_goal_makes_average,punting_attempts_average,punting_yards_average,punting_blocked_average,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic
253,19031,Brian Rolle,LB,20110193,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,2.1,0.55,0,0,0,0,0,0,0,0,0,0,0,69.63,229,,22.44931507,,4.53,33,28,4.26,115,6.89,,
266,1034,Marion Barber,RB,20050109,7,0,0,0,0,0,0,0,0,74,317,3,0,25,209,1,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822222222,3.522222222,0.033333333,0,0.277777778,2.322222222,0.011111111,0.044444444,0.277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.38,221,,21.88493151,,4.53,40,20,,122,,,
267,20682,Kevin Smith,DB,19910929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,194,9,24.06849315,30,4.79,34.5,5,4.09,112,,11.58,
268,772,John Avery,RB,19980029,6,0,0,0,0,0,0,0,0,150,527,2,28,16,115,2,76,1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.838709677,17,0.064516129,0.903225806,0.516129032,3.709677419,0.064516129,2.451612903,58.35483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.4,184,9.13,22.28219178,30.5,4.38,34.5,17,4.16,121,7.35,11.09,
270,15934,Randy Moss,WR,19980021,15,4,8,106,672.8,2,1,0,0,26,173,0,1853,1036,16269,166,2,33,0,21,196,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0.017167382,0.034334764,0.454935622,2.887553648,0.008583691,0.004291845,0,0,0.111587983,0.74248927,0,7.9527897,4.446351931,69.82403433,0.712446352,0.008583691,0.141630901,0,0.090128755,0.841201717,0.004291845,0,0.042918455,0,0.004291845,0,0,0,0,0,0,0,0,0,0,75.6,194,9.63,21.1890411,34,4.38,33,,4.17,117,7.19,11.87,17
271,9985,Drew Hodgdon,C,20050151,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.8,309,,23.45205479,,5.31,32,,4.45,108,7.49,,
272,1409,Josh Beekman,C-G,20070130,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,73.63,313,,23.84383562,,5.4,25.5,24,4.81,93,8.24,,
280,14098,Brandon Marshall,OLB,20120142,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,273,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084615385,4.2,1.415384615,0.030769231,0,0,0,0,0,0,0,0,0,0,73.38,242,,22.64109589,,4.72,30.5,28,4.09,108,7.05,,
281,15657,Chris Moore,WR,20160107,2,0,0,0,0,0,0,0,0,4,14,0,39,16,179,1,10,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173913043,0.608695652,0,1.695652174,0.695652174,7.782608696,0.043478261,0.434782609,10.73913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,206,,22.88219178,,4.53,37,10,4.2,130,6.76,,
286,19792,Darrion Scott,DE,20040088,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177966102,0.050847458,0.050847458,0,0,0,0,0,0,0,0,0,0,0,75.1,289,,22.51232877,,4.84,36.5,,4.32,118,,,
292,10157,Johnny Holton,WR,20160716,2,0,0,0,0,0,0,0,0,6,43,0,9,6,195,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,1.592592593,0,0.333333333,0.222222222,7.222222222,0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.63,190,,25.70136986,,4.54,31.5,8,,123,,,
299,4931,Justice Cunningham,TE,20130254,3,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.63,258,,22.29315068,,4.94,31.5,,4.45,116,7.12,,
300,4269,Stacy Coley,WR,20170219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.13,195,,22.97534247,,4.45,34,10,4.39,122,,,
306,4775,Joel Crisman,G,19940823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9,295,8.88,,33.13,5.73,23,16,5.04,96,,,
311,18156,Donovan Raiola,C,20060426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.13,300,,23.39178082,,5.57,25,20,4.97,90,8.17,,
313,23066,Clive Walford,TE,20150068,3,0,0,0,0,0,0,0,0,0,0,0,109,66,714,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.534883721,1.534883721,16.60465116,0.139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,251,,23.53972603,,4.79,30.5,20,4.57,120,7.32,,
315,2833,Antonio Bryant,WR,20020063,8,0,0,0,0,0,0,0,0,11,65,0,714,373,5689,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102803738,0.607476636,0,6.672897196,3.485981308,53.1682243,0.280373832,0,0,0,0,0,0,0,0.028037383,0,0,0,0,0,0,0,0,0,0,0,0,73.3,188,,21.12876712,,4.6,37,,,118,,,
316,21742,Lorenzo Taliaferro,RB,20140138,3,0,0,0,0,0,0,0,0,82,339,5,18,16,153,0,1,15,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.315789474,17.84210526,0.263157895,0.947368421,0.842105263,8.052631579,0,0.052631579,0.789473684,0,0,0,0,0,0.157894737,0.052631579,0,0,0,0,0,0,0,0,0,0,0,72.25,229,,22.3890411,,4.58,33,18,4.22,116,6.88,,
319,7874,Marcus Gilchrist,DB,20110050,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,0,0,0,0,4,322,97,11,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028846154,0.442307692,0,0,0,0,0.038461538,3.096153846,0.932692308,0.105769231,1.365384615,0,0,0,0,0,0,0,0,0,70,195,,22.4,,4.45,38.5,26,4.12,119,6.81,,
324,16474,Al Noga,DE-DT,19880071,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355670103,0,0,0.010309278,0.268041237,0,0,0,0,0,0,0,0,0,73,259,9.25,22.61917808,,4.89,32,34,4.43,115,,,
325,6049,Troy Dumas,LB,19950097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,75.6,234,10.13,22.57260274,33.13,4.92,35.5,14,4.13,118,,12.03,
329,11430,Teyo Johnson,TE,20030063,3,0,0,0,0,0,0,0,0,0,0,0,38,26,288,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225806452,0.838709677,9.290322581,0.096774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.4,247,,21.41917808,,4.61,33.5,,,,,,
340,3190,Jeff Byers,C,20100630,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.38,301,,24.63835616,,5.04,,33,,,,,
343,21687,Jeff Sydner,WR,19920160,4,0,0,0,0,0,0,0,0,0,0,0,3,3,52,0,51,1027,0,64,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069767442,0.069767442,1.209302326,0,1.186046512,23.88372093,0,1.488372093,14.20930233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.4,171,9,22.47123288,29.5,4.68,33,,3.85,115,,11.07,
344,24718,Dwayne Wright,RB,20070111,1,0,0,0,0,0,0,0,0,29,94,0,3,3,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8125,5.875,0,0.1875,0.1875,1.0625,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.5,228,,23.92054795,,4.69,34,14,4.43,115,7.23,,
345,2325,Bashaud Breeland,CB,20140102,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,0,0,0,0,1,204,53,7,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,1.375,0,0,0,0,0.017857143,3.642857143,0.946428571,0.125,1.571428571,0,0,0,0,0,0,0,0,0,71.38,197,,22.28493151,,4.62,34.5,11,4.33,123,7.04,,
350,6628,Jason Fabini,T,19980111,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.4,314,11,23.6630137,34.25,5.63,25.5,20,4.68,89,8.41,,
357,15381,Lawyer Milloy,DB,19960036,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,173,52,27,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085365854,0.703252033,0.211382114,0.109756098,0.87804878,0,0,0,0,0,0,0,0,0,72,210,9.13,22.44657534,30.5,,,,,,,,
358,23593,Mike Wells,QB,19940125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4,281,9.63,23.31232877,33,4.99,30.5,26,4.4,99,,,
359,1168,Sebastian Barrie,DE-DT,19920803,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.5,273,10.25,21.93424658,35.13,5.08,32,17,4.86,110,,,
362,19325,Tim Ryan,G,19910136,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096774194,0.903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,277,9.38,22.64657534,30.5,5.18,28.5,25,4.49,102,,,
373,24009,Calvin Williams,WR,19900133,7,0,0,0,0,0,0,0,0,5,29,0,452,325,4125,36,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047169811,0.273584906,0,4.264150943,3.066037736,38.91509434,0.339622642,0,0,0,0.037735849,-0.009433962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.8,181,9.5,23.15342466,29.88,4.52,35,,4.2,127,,11.8,
374,3532,Leonte Carroo,WR,20160086,2,0,0,0,0,0,0,0,0,0,0,0,18,10,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.416666667,4.083333333,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.88,211,,22.2739726,,4.5,35.5,14,,120,,,
376,6318,Tyler Eifert,TE,20130021,5,0,0,0,0,0,0,0,0,0,0,0,198,132,1595,20,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.829268293,3.219512195,38.90243902,0.487804878,0,0,0,0,0,0,0,0.146341463,0,0,0,0,0,0,0,0,0,0,0,0,77.5,250,,22.64383562,,4.68,35.5,22,4.32,119,6.92,,23
380,7787,Jammi German,WR,19980074,4,0,0,0,0,0,0,0,0,0,0,0,33,20,294,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857143,0.571428571,8.4,0.085714286,0.028571429,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,187,9.38,23.80547945,33.5,4.53,39.5,,,122,,,
382,14862,Leodis McKelvin,DB,20080011,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2471,1,99,1021,3,0,291,60,15,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855855856,22.26126126,0.009009009,0.891891892,9.198198198,0.027027027,0,2.621621622,0.540540541,0.135135135,1.288288288,0,0,0,0,0,0,0,0,0,70.25,190,,22.66575342,,4.4,33.5,17,4.1,121,7.06,,
383,13719,Scott Lutrus,LB,20110613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,74.38,241,,23.02739726,,4.68,38,,4.09,121,6.89,,
390,21292,Kordell Stewart,QB,19950060,11,1385,2500,15490,7608.7,79,92,180,1078,614,3156,42,90,45,703,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,253,0,10.3358209,18.65671642,115.5970149,56.78134328,0.589552239,0.686567164,1.343283582,8.044776119,4.582089552,23.55223881,0.313432836,0.671641791,0.335820896,5.246268657,0.044776119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052238806,1.888059701,0,73.5,212,9.5,22.52876712,31.5,4.52,36,,4.13,125,,,
396,11438,Tommy Johnson,DB,19950858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,180,8.88,23.39452055,30.5,4.74,33,4,4.2,116,,11.68,
408,3166,LeRoy Butler,DB,19900048,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,39,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120512821,0,0,0.2,2.805128205,0,0,0,0,0,0,0,0,0,71,193,9.25,21.77260274,29.38,4.56,32,9,4.29,114,,11.84,
425,9229,Rudy Harris,RB,19930091,2,0,0,0,0,0,0,0,0,9,29,0,10,6,59,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.611111111,0,0.555555556,0.333333333,3.277777778,0,0.055555556,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5,253,8.63,21.61643836,32.13,,,18,,,,,
429,4160,Shaun Cody,DT,20050037,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,3,86,56,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862069,0.060344828,0,0,0,0,0.025862069,0.74137931,0.482758621,0.00862069,-0.017241379,0,0,0,0,0,0,0,0,0,76,293,,22.26575342,,4.95,,34,,,,,
432,22605,Laremy Tunsil,OT,20160013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,310,,21.75342466,,,,,,,,,
435,3670,Toby Caston,LB,19870159,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,235,9.5,21.79452055,31.75,4.82,32.5,10,4.55,117,,12.18,
437,10130,Lendy Holmes,DB,20090430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,206,,23.51232877,,4.69,32,16,4.32,112,7.28,,
440,12761,Tron LaFavor,DT,20030171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.9,290,,23.42739726,,5.08,28,26,,106,,,
441,10586,Carlos Hyde,RB,20140057,4,0,0,0,0,0,0,0,0,572,2430,17,137,99,579,3,11,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.71111111,54,0.377777778,3.044444444,2.2,12.86666667,0.066666667,0.244444444,5.955555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.88,230,,22.64657534,,4.62,34.5,19,,113,,,9
443,7048,Lee Flowers,DB,19950151,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099173554,0,0,0.033057851,0.272727273,0,0,0,0,0,0,0,0,0,71.1,204,9.5,22.28219178,30.63,4.81,36,14,4.25,124,,11.65,
448,14625,Sultan McCullough,RB,20030591,1,0,0,0,0,0,0,0,0,1,9,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4,202,,23.19452055,,4.49,,27,,,,,
450,10811,Marlion Jackson,RB,20000457,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,242,,22.5260274,,4.65,35.5,24,4.14,125,7.15,,
452,14374,Aaron Maybin,DE,20090011,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.520833333,0.229166667,0,0,0,0,0,0,0,0,0,0,0,75.75,249,,21.06575342,,4.78,38,22,4.38,124,7.52,,
454,24384,Jerry Wilson,DB,19950105,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,0,0,0,0,8,0,0,7,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031496063,0.551181102,0,0,0,0,0.062992126,0,0,0.05511811,0.330708661,0,0,0,0,0,0,0,0,0,70,180,9.5,21.77808219,31.13,4.63,32.5,9,4.06,117,,11.32,
458,18035,Alfred Pupunu,TE,19920408,9,0,0,0,0,0,0,0,0,0,0,0,175,115,1163,5,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.590909091,1.045454545,10.57272727,0.045454545,0.018181818,0.236363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5,248,10.13,22.53972603,33,5.05,32.5,23,4.47,115,,11.67,
459,5231,Isaac Davis,G,19940043,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.4,325,9.5,22.05753425,32.5,5.28,26,23,4.66,104,,,
460,22057,J.T. Thomas,LB,20110195,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,97,55,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008064516,1.564516129,0.887096774,0.032258065,0.161290323,0,0,0,0,0,0,0,0,0,73,241,,22.71506849,,4.65,30.5,23,4.28,114,7.23,,
476,24059,Duke Williams,SS,20160988,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,19,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379,1.172413793,0.327586207,0.017241379,0.586206897,0,0,0,0,0,0,0,0,0,74.25,229,,22.97534247,,4.72,30,14,4.47,121,7.43,,
477,11456,Walter Johnson,LB,19870046,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.1,240,9.25,23.47123288,32,4.54,29.5,22,4.36,116,,11.33,
482,4246,Justin Coleman,CB,20150972,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,51,9,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015151515,1.545454545,0.272727273,0.03030303,0.848484848,0,0,0,0,0,0,0,0,0,71,185,,22.10684932,,4.53,37.5,20,3.98,124,6.61,,
486,22426,Ryan Torain,RB,20080139,5,0,0,0,0,0,0,0,0,238,1011,6,36,24,148,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34782609,43.95652174,0.260869565,1.565217391,1.043478261,6.434782609,0.086956522,0,0,0,0,0,0,0,0.130434783,0,0,0,0,0,0,0,0,0,0,0,0,72.38,222,,21.7260274,,4.68,34,21,,120,,,
489,2056,James Bostic,RB,19940083,2,0,0,0,0,0,0,0,0,5,19,0,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,1.583333333,0,0.583333333,0.416666667,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.1,222,9.63,22.12876712,32,4.62,34.5,20,4.31,118,,11.56,
500,23489,Dee Webb,DB,20060236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0.090909091,0,0,0,0,0,0,0,0,0,70.75,183,,21.40273973,,4.45,36.5,,,121,,,
502,582,Dri Archer,WR,20140097,2,0,0,0,0,0,0,0,0,11,39,0,14,10,38,0,23,515,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523809524,1.857142857,0,0.666666667,0.476190476,1.80952381,0,1.095238095,24.52380952,0,0.047619048,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.75,173,,22.76164384,,4.26,38,20,4.06,122,6.86,,
