,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0_x,Unnamed: 0.1.1.1.1.1.1,player_id,name,position,college,combine_player_ids,season_played,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attempts,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,passing_attempts_average,passing_completions_average,passing_yards_average,passing_rating_average,passing_touchdowns_average,passing_interceptions_average,passing_sacks_average,passing_sacks_yards_lost_average,rushing_attempts_average,rushing_yards_average,rushing_touchdowns_average,receiving targets_average,receiving_receptions_average,receiving_yards_average,receiving_touchdowns_average,kick_return_attempts_average,kick_return_yards_average,kick_return_touchdowns_average,punt_return_attempts_average,punt_return_yards_average,punt_return_touchdowns_average,defense_sacks_average,defense_tackles_average,defense_tackle_assists_average,defense_interceptions_average,defense_interception_yards_average,defense_interception_touchdowns_average,defense_safeties_average,point_after_attempts_average,point_after_makes_average,field_goal_attempts_average,field_goal_makes_average,punting_attempts_average,punting_yards_average,punting_blocked_average,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic,Unnamed: 0_y,Player,Pos,To,CarAV,DrAV,Age,Tm,Rnd,Pick,Year,College/Univ,Missing
3189,3189,3189,3189,3189,3189,DB,DB,DB,DB,DB,DB,Syracuse,20020619,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666667,0.0,0.0,0.016666667,-0.016666667,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,216,9.180858586,25.24657534,31.42202778,4.61,36.5,14.0,4.34,120.0,7.59,11.497068400000002,,,,,,,,,,,,,,True
3190,3190,3190,3190,3190,3190,DB,DB,DB,DB,DB,DB,USC,19940059,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,31,1,1,0,0,5.5,0,0,23,296,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016260163,0.25203252,0.008130080999999999,0.008130080999999999,0.0,0.0,0.044715447,0.0,0.0,0.18699187,2.406504065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8,218,9.63,23.04109589,31.0,4.6,35.0,14.64411367,4.25,120.0,7.042195122000001,11.28,,12534.0,Jason Sehorn,DB,2003.0,37.0,36.0,23.0,NYG,2.0,59.0,1994.0,USC,False
3191,3191,3191,3191,3191,3191,C,C,C,C,C,C,Texas A&M;,20050169,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024590163999999998,0.344262295,0.0,0.0,0.0,0.0,0.0,0.008196721,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,301,9.818837209,23.01917808,32.21309524,5.25,28.5,26.0,4.52,100.0,7.62,11.62,,,,,,,,,,,,,,True
3192,3192,3192,3192,3192,3192,LB,LB,LB,LB,LB,LB,Colorado,19910055,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067307692,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.8,257,10.0,22.55890411,32.5,4.82,34.5,21.21631206,4.41,122.0,7.245243902,12.59,,11607.0,Kanavis McGhee,LB,1995.0,4.0,3.0,22.0,NYG,2.0,55.0,1991.0,Colorado,False
3193,3193,3193,3193,3193,3193,T,T,T,T,T,T,Wittenberg,19880822,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.3,251,9.5,22.97130206,33.89451923,5.02,27.5,17.0,4.72,108.0,7.870920245,11.597999999999999,,,,,,,,,,,,,,True
3194,3194,3194,3194,3194,3194,WR,WR,WR,WR,WR,WR,Grambling State (LA),19900096,4,0,0,0,0.0,0,0,0,0,7,42,0,55,42,526,2,26,481,0,12,108,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14893617,0.893617021,0.0,1.170212766,0.893617021,11.19148936,0.042553191,0.553191489,10.23404255,0.0,0.25531914899999997,2.29787234,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.5,175,9.38,23.14520548,28.75,4.51,38.0,14.91558442,4.05,124.0,6.993472585,11.24,,,,,,,,,,,,,,True
3195,3195,3195,3195,3195,3195,LB,LB,LB,LB,LB,LB,California,20090235,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0.0,8,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647059,0.705882353,0.0,0.0,0.0,0.0,0.0,0.470588235,0.764705882,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.88,236,9.575971731000001,21.82739726,32.34203774,4.69,37.0,21.21631206,4.312656546,117.0,7.31,11.87096618,,16559.0,Zack Follett,LB,2010.0,2.0,2.0,22.0,DET,7.0,235.0,2009.0,California,False
3196,3196,3196,3196,3196,3196,DE,DE,DE,DE,DE,DE,Notre Dame,19960116,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109090909,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,295,9.88,21.73150685,32.5,5.09,26.5,22.0,4.7,101.0,7.34765873,11.87125,,13076.0,Paul Grasmanis,DT,2005.0,13.0,4.0,22.0,CHI,4.0,116.0,1996.0,Notre Dame,False
3197,3197,3197,3197,3197,3197,RB,RB,RB,RB,RB,RB,Michigan,19870843,1,0,0,0,0.0,0,0,0,0,1,-4,0,0,5,46,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,-1.333333333,0.0,0.0,1.6666666669999999,15.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.4,220,9.5,22.60677346,31.0,4.605443038,28.0,18.69061876,4.49,104.0,7.1466171,11.8,,,,,,,,,,,,,,True
3198,3198,3198,3198,3198,3198,DB,DB,DB,DB,DB,DB,Miami (FL),19920028,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,9.5,0,0,31,691,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063694269999999996,0.025477707000000002,0.0,0.060509554000000014,0.0,0.0,0.19745222899999998,4.401273885,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,191,9.25,22.31232877,31.13,4.567580071,33.0,12.0,4.190455213,118.9731801,7.042195122000001,11.497068400000002,,11924.0,Darryl Williams,DB,2001.0,53.0,29.0,22.0,CIN,1.0,28.0,1992.0,Miami (FL),False
3199,3199,3199,3199,3199,3199,DE,DE,DE,DE,DE,DE,Arkansas,20020240,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23015873,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.6,259,9.78304,23.273972600000004,33.42385246,4.68,40.0,20.0,4.19,125.0,6.97,11.87125,,14727.0,Carlos Hall,DE,2005.0,17.0,15.0,23.0,TEN,7.0,240.0,2002.0,Arkansas,False
3200,3200,3200,3200,3200,3200,T,T,T,T,T,T,Toledo,20050100,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,319,9.9425,25.75616438,33.89451923,5.3,31.5,23.16,4.716348548,102.1781377,7.870920245,11.597999999999999,,,,,,,,,,,,,,True
3201,3201,3201,3201,3201,3201,WR,WR,WR,WR,WR,WR,Wisconsin,20010052,10,0,0,0,0.0,0,0,0,0,44,373,0,1147,564,8055,59,36,811,0,0,0,0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278481013,2.360759494,0.0,7.259493671,3.569620253,50.98101266,0.373417722,0.22784810100000005,5.132911392,0.0,0.0,0.0,0.0,0.0,0.037974684,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.6,210,9.290307692,22.70684932,31.66167364,4.33,45.0,14.91558442,4.0,134.0,6.993472585,11.49209302,,14282.0,Chris Chambers,WR,2010.0,58.0,41.0,23.0,MIA,2.0,52.0,2001.0,Wisconsin,False
3202,3202,3202,3202,3202,3202,LB,LB,LB,LB,LB,LB,Shepherd,20140935,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,10,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23809523800000001,0.47619047600000003,0.23809523800000001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,235,9.575971731000001,24.25479452,32.34203774,4.6,40.5,21.0,4.41,123.0,7.16,11.87096618,,,,,,,,,,,,,,True
3203,3203,3203,3203,3203,3203,DB,DB,DB,DB,DB,DB,Auburn,20090092,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,63,0,3.0,352,71,14,60,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076190476,0.6,0.0,0.028571429,3.352380952,0.6761904759999999,0.133333333,0.571428571,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.13,188,9.180858586,21.78356164,31.42202778,4.51,36.5,15.0,4.08,122.0,7.09,11.497068400000002,,16412.0,Jerraud Powers,DB,2016.0,30.0,12.0,22.0,IND,3.0,92.0,2009.0,Auburn,False
3204,3204,3204,3204,3204,3204,T,T,T,T,T,T,UCLA,19870185,7,0,0,0,0.0,0,0,0,0,0,0,0,23,42,377,6,1,11,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27380952399999997,0.5,4.4880952380000005,0.071428571,0.011904762,0.130952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.3,243,9.0,23.22191781,32.25,4.7,32.0,17.0,4.61,117.0,7.870920245,12.27,,10364.0,Derek Tennell,TE,1993.0,3.0,,23.0,SEA,7.0,185.0,1987.0,UCLA,False
3205,3205,3205,3205,3205,3205,LB,LB,LB,LB,LB,LB,Miami (FL),19970148,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4,230,9.88,23.0,33.38,4.83,34.0,13.0,4.312656546,114.7868284,7.245243902,11.87096618,,13369.0,Twan Russell,LB,2003.0,7.0,2.0,23.0,WAS,5.0,148.0,1997.0,Miami (FL),False
3206,3206,3206,3206,3206,3206,LB,LB,LB,LB,LB,LB,Stanford,20060077,4,0,0,0,0.0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0.0,26,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025641026,0.564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0.333333333,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.75,223,9.575971731000001,22.91780822,32.34203774,4.53,40.0,30.0,4.13,132.0,6.9,11.87096618,,15617.0,Jon Alston,LB,2009.0,5.0,0.0,23.0,STL,3.0,77.0,2006.0,Stanford,False
3207,3207,3207,3207,3207,3207,G,G,G,G,G,G,Florida,19980023,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.3,337,11.25,21.58356164,35.0,5.47,31.5,30.0,4.93,99.0,8.88,11.45,,,,,,,,,,,,,,True
3208,3208,3208,3208,3208,3208,T,T,T,T,T,T,Oregon,19990208,6,0,0,0,0.0,0,0,0,0,0,0,0,145,91,1121,7,3,38,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.559139785,0.9784946240000001,12.05376344,0.075268817,0.032258065,0.408602151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.3,246,9.9425,22.69589041,33.89451923,4.91,31.0,19.0,4.17,106.0,7.16,11.597999999999999,,13924.0,Jed Weaver,TE,2004.0,11.0,1.0,23.0,PHI,7.0,208.0,1999.0,Oregon,False
3209,3209,3209,3209,3209,3209,T,T,T,T,T,T,California,20080085,8,0,0,0,0.0,0,0,0,0,0,0,0,96,60,724,6,3,48,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.872727273,0.545454545,6.581818182,0.054545455,0.027272727000000004,0.436363636,0.0,0.0,0.0,0.0,0.0,0.018181818,0.018181818,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.25,254,9.9425,23.66575342,33.89451923,4.67,27.5,27.0,4.31,114.0,7.07,11.597999999999999,,16147.0,Craig Stevens,TE,2015.0,5.0,5.0,24.0,TEN,3.0,85.0,2008.0,California,False
3210,3210,3210,3210,3210,3210,DB,DB,DB,DB,DB,DB,Kentucky,19960221,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478261,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5,182,9.5,23.35068493,31.25,4.58,33.0,11.0,4.16,119.0,7.042195122000001,11.87,,13184.0,Reggie Rusk,DB,2000.0,2.0,0.0,23.0,TAM,7.0,221.0,1996.0,Kentucky,False
3211,3211,3211,3211,3211,3211,DE,DE,DE,DE,DE,DE,Syracuse,19880146,11,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075862069,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,264,9.0,22.98356164,33.42385246,4.96,28.0,19.0,4.57,110.0,7.34765873,11.87125,,,,,,,,,,,,,,True
3212,3212,3212,3212,3212,3212,G,G,G,G,G,G,Fresno State (CA),19880119,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.1,308,11.0,23.44657534,32.85608108,5.49,23.0,19.0,4.77,93.0,7.880350877000001,11.45,,,,,,,,,,,,,,True
3213,3213,3213,3213,3213,3213,T,T,T,T,T,T,La-Lafayette,19980036,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.4,355,10.5,22.03561644,36.0,5.64,26.5,23.0,4.93,97.0,8.6,11.597999999999999,,,,,,,,,,,,,,True
3214,3214,3214,3214,3214,3214,DB,DB,DB,DB,DB,DB,Pittsburgh,19960177,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,3,108,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007874016,0.0,0.0,0.015748031000000003,0.0,0.0,0.023622047,0.8503937009999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.9,201,9.75,22.61369863,31.88,4.47,39.5,20.0,4.06,126.0,7.042195122000001,11.37,,13139.0,Anthony Dorsett,DB,2003.0,23.0,4.0,22.0,HOU,6.0,177.0,1996.0,Pittsburgh,False
3215,3215,3215,3215,3215,3215,DB,DB,DB,DB,DB,DB,Michigan St.,19940140,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,4,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061983471,0.0,0.0,0.033057851,0.157024793,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,203,9.5,22.62191781,31.0,4.567580071,35.15636822,15.0,4.190455213,118.9731801,7.042195122000001,11.497068400000002,,12618.0,Myron Bell,DB,2001.0,19.0,13.0,22.0,PIT,5.0,140.0,1994.0,Michigan St.,False
3216,3216,3216,3216,3216,3216,T,T,T,T,T,T,Arizona,20030208,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,307,9.9425,23.43835616,33.89451923,5.1,24.5,36.0,4.86,95.0,8.22,11.597999999999999,,,,,,,,,,,,,,True
3217,3217,3217,3217,3217,3217,LB,LB,LB,LB,LB,LB,Arizona,20000116,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,1,30,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04444444400000001,0.0,0.0,0.022222222000000003,0.666666667,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.6,237,9.575971731000001,22.75616438,32.34203774,4.8,31.5,21.0,4.33,111.0,7.17,11.87096618,,14088.0,Marcus Bell,LB,2002.0,7.0,7.0,23.0,SEA,4.0,116.0,2000.0,Arizona,False
3218,3218,3218,3218,3218,3218,G,G,G,G,G,G,Duke,19990061,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030612245,0.163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.1,301,9.864050633,22.52328767,32.85608108,5.36,29.0,25.0,4.51,96.0,8.04,11.45,,13772.0,Lennie Friedman,G,2007.0,19.0,13.0,23.0,DEN,2.0,61.0,1999.0,Duke,False
3219,3219,3219,3219,3219,3219,DB,DB,DB,DB,DB,DB,Buffalo,20110143,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,46,14,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518519,0.0,0.0,0.0,0.851851852,0.25925925899999996,0.018518519,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.25,191,9.180858586,22.0,31.42202778,4.46,38.5,13.0,4.15,126.0,6.99,11.497068400000002,,16988.0,Josh Thomas,DB,2015.0,7.0,0.0,22.0,DAL,5.0,143.0,2011.0,Buffalo,False
3220,3220,3220,3220,3220,3220,DE,DE,DE,DE,DE,DE,Miami (FL),19900079,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.6,252,9.5,22.80821918,31.25,4.97,30.0,15.0,4.4,100.0,7.34765873,11.87125,,,,,,,,,,,,,,True
3221,3221,3221,3221,3221,3221,DB,DB,DB,DB,DB,DB,California,20110093,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,331,90,14,193,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.447916667,0.9375,0.145833333,2.010416667,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.38,197,9.180858586,22.1890411,31.42202778,4.52,35.5,18.0,4.19,127.0,7.01,11.497068400000002,,16936.0,Chris Conte,DB,2018.0,28.0,17.0,22.0,CHI,3.0,93.0,2011.0,California,False
3222,3222,3222,3222,3222,3222,RB,RB,RB,RB,RB,RB,Texas A&M;,19960065,8,0,0,0,0.0,0,0,0,0,5,17,0,20,13,103,2,14,186,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040983607000000005,0.139344262,0.0,0.163934426,0.106557377,0.844262295,0.016393443,0.11475409800000001,1.5245901640000001,0.0,0.008196721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.3,234,9.25,22.16438356,30.25,4.61,33.83308271,31.0,4.38,116.376673,7.1466171,12.1,,,,,,,,,,,,,,True
3223,3223,3223,3223,3223,3223,RB,RB,RB,RB,RB,RB,USC,20150889,7,0,0,0,0.0,0,0,0,0,77,207,1,0,29,127,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974683544,2.620253165,0.012658228,0.0,0.367088608,1.6075949369999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,237,9.359638554,23.94794521,31.239911499999998,4.68,33.83308271,31.0,4.267629108,116.376673,7.1466171,11.64856287,,2554.0,Mike Hull,RB,1974.0,3.0,3.0,23.0,CHI,1.0,16.0,1968.0,USC,False
3224,3224,3224,3224,3224,3224,LB,LB,LB,LB,LB,LB,Pacific,19990414,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714286,0.0,0.0,0.010204082,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,236,9.575971731000001,22.77808219,32.34203774,4.95,33.0,20.0,4.4,113.0,7.88,11.87096618,,,,,,,,,,,,,,True
