,Unnamed: 0,player_id,name,position,college,combine_player_ids,season_played,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attempts,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,passing_attempts_average,passing_completions_average,passing_yards_average,passing_rating_average,passing_touchdowns_average,passing_interceptions_average,passing_sacks_average,passing_sacks_yards_lost_average,rushing_attempts_average,rushing_yards_average,rushing_touchdowns_average,receiving targets_average,receiving_receptions_average,receiving_yards_average,receiving_touchdowns_average,kick_return_attempts_average,kick_return_yards_average,kick_return_touchdowns_average,punt_return_attempts_average,punt_return_yards_average,punt_return_touchdowns_average,defense_sacks_average,defense_tackles_average,defense_tackle_assists_average,defense_interceptions_average,defense_interception_yards_average,defense_interception_touchdowns_average,defense_safeties_average,point_after_attempts_average,point_after_makes_average,field_goal_attempts_average,field_goal_makes_average,punting_attempts_average,punting_yards_average,punting_blocked_average,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic
3494,13856,5098,Marcell Dareus,DT,Alabama,20110003,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,211,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368421053,2.221052632,1.021052632,0,0,0,0,0,0,0,0,0,0,0,75.13,319,9.78304,21.45479452,33.42385246,4.93,27,24,4.62,113.6574586,7.83,11.87125,
3495,13863,19842,Yusuf Scott,G,Arizona,19990168,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3,324,9.864050633,22.39178082,32.85608108,5.75,24,25.14720812,4.701460674,82,7.880350877,11.45,
3496,13868,22606,Tom Tupa,QB-P,Ohio St.,19880068,17,259,504,3430,1957.7,12,25,46,366,54,187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,40620,3,1.11637931,2.172413793,14.78448276,8.438362069,0.051724138,0.107758621,0.198275862,1.577586207,0.232758621,0.806034483,0.004310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.051724138,175.0862069,0.012931034,76.5,220,10.25,22.22739726,31.77426829,4.83,28,13,4.31,105,7.185413534,12.07,
3497,13871,22699,Tank Tyler,DT,NC State,20070082,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302325581,0.372093023,0,0,0,0,0,0,0,0,0,0,0,74.3,306,9.78304,22.21369863,33.42385246,5.32,28.5,42,4.438023952,113.6574586,7.34765873,11.87125,
3498,13878,6621,Antone Exum,CB,Virginia Tech,20140182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551724138,0.103448276,0,0,0,0,0,0,0,0,0,0,0,71.63,213,9.180858586,23.20821918,31.42202778,4.59,35,17,4.13,116,7.05,11.4970684,
3499,13882,1581,Jake Bequette,DE,Arkansas,20120090,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.63,274,9.78304,23.19178082,33.42385246,4.75,34,22.5097493,4.07,113,6.9,11.87125,
3500,13889,23345,Leon Washington,RB,Florida St.,20060117,9,1,1,36,118.7,0,0,0,0,499,2330,16,243,173,1321,4,304,7858,8,187,1855,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0.007633588,0.007633588,0.27480916,0.90610687,0,0,0,0,3.809160305,17.78625954,0.122137405,1.854961832,1.320610687,10.08396947,0.030534351,2.320610687,59.98473282,0.061068702,1.427480916,14.16030534,0,0,0.061068702,0.007633588,0,0,0,0,0,0,0,0,0,0,0,67.88,201,9.359638554,23.68219178,31.2399115,4.49,32.5,17,4.37,105,6.94,11.64856287,
3501,13893,22448,Steve Tovar,LB,Ohio St.,19930059,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,8,0,0,7,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008333333,0.066666667,0,0,0,0,0.066666667,0,0,0.058333333,0.575,0,0,0,0,0,0,0,0,0,75.4,244,10.38,23.01643836,34,4.68,33.5,22,4.18,123,7.245243902,11.49,
3502,13895,10656,Bruce Irvin,DE,West Virginia,20120015,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,172,77,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385416667,1.791666667,0.802083333,0.03125,0.958333333,0,0,0,0,0,0,0,0,0,75,245,9.78304,24.50136986,33.42385246,4.41,33.5,23,4.03,123,6.7,11.87125,
3503,13897,22161,Chris Thompson,DB,Nicholls State (LA),20040150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,189,9.180858586,21.94794521,31.42202778,4.5,35,12,4.14,117,7.09,11.4970684,
3504,13899,3646,Antoine Cason,DB,Arizona,20080027,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,17,262,0,0,308,63,16,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008695652,0.139130435,0,0.147826087,2.27826087,0,0,2.67826087,0.547826087,0.139130435,3.147826087,0,0,0,0,0,0,0,0,0,72.25,191,9.180858586,21.81369863,31.42202778,4.55,35.5,20,4.08,128,7.042195122,11.4970684,
3505,13904,6420,Rhett Ellison,FB,USC,20120128,6,0,0,0,0,0,0,0,0,1,1,1,90,61,602,4,4,43,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011764706,0.011764706,0.011764706,1.058823529,0.717647059,7.082352941,0.047058824,0.047058824,0.505882353,0,0,0,0,0,0.035294118,0.011764706,0,0,0,0,0,0,0,0,0,0,0,76.88,251,9.815,23.57808219,31.26954545,4.78,31.5,21.8,4.354098361,109,7.396521739,12.00333333,
3506,13905,15437,Kevin Minter,ILB,Louisiana State,20130045,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,193,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070422535,2.718309859,0.971830986,0,0,0,0.014084507,0,0,0,0,0,0,0,71.75,246,9.575971731,22.40821918,32.34203774,4.81,33,25,4.312656546,119,7.245243902,11.87096618,
3507,13911,6483,Bobby Engram,WR,Penn St.,19960052,14,0,0,0,0,0,0,0,0,5,19,0,1092,685,8227,37,30,643,0,104,1084,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027,0.102702703,0,5.902702703,3.702702703,44.47027027,0.2,0.162162162,3.475675676,0,0.562162162,5.859459459,0.010810811,0,0.005405405,0,0,0,0,0,0,0,0,0,0,0,0,69.6,187,9.13,23.29863014,30.25,4.540931507,34.74818049,14.91558442,4.216081081,118.9414414,6.993472585,11.49209302,
3508,13915,10782,Jerrell Jackson,WR,Missouri,20120841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.25,196,9.290307692,22.23287671,31.66167364,4.5,41,22,4.11,127,6.82,11.49209302,
3509,13916,20509,Alex Smith,QB,Utah,20050001,13,2922,4697,32200,13811.7,188,97,394,2257,547,2520,15,3,3,-7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18.49367089,29.7278481,203.7974684,87.41582278,1.189873418,0.613924051,2.493670886,14.28481013,3.462025316,15.94936709,0.094936709,0.018987342,0.018987342,-0.044303797,0,0,0,0,0,0,0,0,0.037974684,0,0,0,0,0,0,0,0,0,0,0,0,76.13,217,9.481704545,20.97534247,31.77426829,4.78,32,14.05263158,3.96,113,6.82,12.07,40
3510,13922,17105,Riddick Parker,DT-DE,North Carolina,19950419,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057471264,0,0,0,0,0,0,0,0,0,0,0,0,0,75,274,10.38,22.43287671,33.75,5.13,30.5,20,4.438023952,113.6574586,7.34765873,11.87125,
3511,13928,19576,Jace Sayler,NT,Michigan St.,20010501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.1,294,9.78304,22.16164384,33.42385246,5.07,31,29,4.59,105,7.81,11.87125,
3512,13929,210,Dan Alexander,RB,Nebraska,20010192,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.9,257,9.359638554,23.11232877,31.2399115,4.48,34,15,4.16,115,7.34,11.64856287,
3513,13934,4006,Vinnie Clark,DB,Ohio St.,19910019,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024096386,0,0,0,0,0,0.156626506,4.036144578,0,0,0,0,0,0,0,0,0,71.8,189,9,22.25753425,30.5,4.5,32,9,4.09,120,7.042195122,10.97,
3514,13937,17875,Ronnie Powell,WR,Arkansas Tech,19990450,1,0,0,0,0,0,0,0,0,1,-14,0,1,1,45,0,44,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,-1,0,0.071428571,0.071428571,3.214285714,0,3.142857143,70.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,174,9.290307692,24.46849315,31.66167364,4.43,35.5,14.91558442,4.14,116,7.09,11.49209302,
3515,13943,13343,Kory Lichtensteiger,C,Bowling Green (OH),20080108,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,74.25,298,9.818837209,23.11232877,32.21309524,5.28,23,25.22222222,4.56,104,7.6,11.62,
3516,13946,4422,Dan Connolly,G,SE Missouri St.,20050408,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03960396,1.04950495,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0,0,0,0,0,0,75.63,311,9.864050633,22.65479452,32.85608108,5.26,28.5,22,4.54,102,7.65,11.45,
3517,13948,13114,Marquel Lee,ILB,Wake Forest,20170168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,0.625,0,0,0,0,0,0,0,0,0,0,0,75.25,240,9.575971731,21.53424658,32.34203774,4.752523962,31,25,4.312656546,118,7.245243902,11.87096618,
3518,13949,20688,Kolby Smith,RB,Louisville,20070148,3,0,0,0,0,0,0,0,0,162,540,3,43,34,209,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0.111111111,1.592592593,1.259259259,7.740740741,0,0,0,0,0,0,0,0,0.037037037,0.037037037,0,0,0,0,0,0,0,0,0,0,0,71.25,220,9.359638554,22.38082192,31.2399115,4.52,38,18,4.34,114,7.22,11.64856287,
3519,13954,284,David Allen,RB,Kansas St.,20010997,3,0,0,0,0,0,0,0,0,4,8,0,9,8,68,1,75,1513,0,49,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173913043,0.347826087,0,0.391304348,0.347826087,2.956521739,0.043478261,3.260869565,65.7826087,0,2.130434783,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.8,194,9.359638554,23.22191781,31.2399115,4.65,31,15,4.267629108,111,7.1466171,11.64856287,
3520,13956,1453,Jacob Bell,G,Miami (OH),20040138,8,0,0,0,0,0,0,0,0,1,-15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009090909,-0.136363636,0,0,0,0,0,0,0,0,0,0,0,0,0.009090909,0.009090909,0,0,0,0,0,0,0,0,0,0,0,76.8,302,9.864050633,23.16164384,32.85608108,5.22,27.59947644,26,4.701460674,101.8043478,7.880350877,11.45,
3521,13959,21631,Damian Swann,CB,Georgia,20150167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,0.285714286,0,0,0,0,0,0,0,0,0,0,0,72,189,9.180858586,22.41643836,31.42202778,4.5,33,14.64411367,4.190455213,118,7.042195122,11.4970684,
3522,13973,16446,Roosevelt Nix,LB,Kent State (OH),19920199,3,0,0,0,0,0,0,0,0,0,0,0,5,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128205128,0.102564103,0.538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.3,305,9.5,25.04383562,33.63,4.89,29,15,4.45,107,7.245243902,11.87096618,
3523,13979,17995,C.J. Prosise,RB,Notre Dame,20160090,2,0,0,0,0,0,0,0,0,41,195,1,30,23,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.727272727,17.72727273,0.090909091,2.727272727,2.090909091,26.81818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,220,9.359638554,21.95616438,31.2399115,4.48,35.5,18.69061876,4.267629108,121,7.1466171,11.64856287,
3524,13988,22773,John Urschel,OG,Penn St.,20140175,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0,0,0,0,0,0,0,0,0,0,75,313,9.864050633,22.88767123,32.85608108,5.31,29,30,4.47,101,7.55,11.45,
3525,13991,2187,Tyron Brackenridge,DB,Washington St.,20070624,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02173913,0.02173913,0,0,0.717391304,0.152173913,0,0,0,0,0,0,0,0,0,0,0,71.5,189,9.180858586,22.84109589,31.42202778,4.72,35.15636822,14.64411367,4.190455213,118.9731801,7.042195122,11.4970684,
3526,13999,13031,Ryan Leaf,QB,Washington St.,19980002,4,317,655,3666,1272.5,14,36,65,377,59,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.68,26.2,146.64,50.9,0.56,1.44,2.6,15.08,2.36,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.4,261,10.5,21.93972603,33.88,4.857445887,31.01658768,14.05263158,4.326666667,109.0478469,7.185413534,12.07,
3527,14003,8733,Eric Hagg,DB,Nebraska,20110248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0.363636364,0,0,0,0,0,1.318181818,0.136363636,0,0,0,0,0,0,0,0,0,0,0,73.38,209,9.180858586,21.63013699,31.42202778,4.62,34.5,18,4.19,121,6.73,11.4970684,
3528,14005,24930,Willie Young,DE,NC State,20100213,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,124,64,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1.252525253,0.646464646,0.01010101,0.393939394,0,0,0,0,0,0,0,0,0,77,251,9.78304,24.60547945,33.42385246,4.88,38,25,4.56,118,7.24,11.87125,
3529,14008,11053,Jordan Jenkins,OLB,Georgia,20160083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,4.5,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.28,0,0,0,0,0.18,1.56,1.12,0,0,0,0,0,0,0,0,0,0,0,74.63,259,9.575971731,21.84109589,32.34203774,4.8,36.5,16,4.312656546,121,7.245243902,11.87096618,
3530,14009,14432,Chris McAlister,DB,Arizona,19990010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,22,166,0,0,17,3,29,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006896552,0.082758621,0,0.151724138,1.144827586,0,0,0.117241379,0.020689655,0.2,3.503448276,0,0,0,0,0,0,0,0,0,73.1,206,9.180858586,21.85479452,31.42202778,4.53,38,14.64411367,4.08,121,6.9,11.4970684,
3531,14013,271,Armando Allen,RB,Notre Dame,20110740,2,0,0,0,0,0,0,0,0,42,172,1,3,2,16,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.470588235,10.11764706,0.058823529,0.176470588,0.117647059,0.941176471,0,0.176470588,1.588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.25,199,9.359638554,22.00821918,31.2399115,4.52,33.83308271,23,4.267629108,116.376673,7.1466171,11.64856287,
3532,14021,18344,Jake Reed,WR,Grambling State (LA),19910068,12,0,0,0,0,0,0,0,0,0,0,0,908,476,7408,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.469879518,2.86746988,44.62650602,0.228915663,0.006024096,0.006024096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.9,215,10,23.57808219,33,4.62,35.5,14.91558442,4.38,122,6.993472585,11.46,
3533,14027,5741,Darnell Dockett,DT,Florida St.,20040064,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.5,229,67,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271341463,1.396341463,0.408536585,0.024390244,0.219512195,0,0,0,0,0,0,0,0,0,75.4,297,9.78304,22.9260274,33.42385246,5,31,26,4.438023952,105,7.34765873,11.87125,
3534,14032,4050,Mark Clayton,WR,Louisville,20050022,11,1,3,48,197.9,1,1,0,0,15,108,0,163,614,9481,87,3,40,0,54,512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005882353,0.017647059,0.282352941,1.164117647,0.005882353,0.005882353,0,0,0.088235294,0.635294118,0,0.958823529,3.611764706,55.77058824,0.511764706,0.017647059,0.235294118,0,0.317647059,3.011764706,0.005882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.38,193,9.290307692,22.82465753,31.66167364,4.43,36.5,14.91558442,4.07,117,6.95,11.49209302,
3535,14039,10753,Darius Jackson,RB,Eastern Michigan,20180554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,242,9.359638554,23.45479452,31.2399115,4.87,26.5,21,4.267629108,113,7.52,11.64856287,
3536,14040,23119,Mike Walker,DE,Tulane,20041116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,254,9.78304,22.78558582,33.42385246,4.8,30,19,4.35,106,7.51,11.87125,
3537,14042,8383,Justin Green,FB,Montana,20050158,3,0,0,0,0,0,0,0,0,5,4,0,14,13,65,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128205128,0.102564103,0,0.358974359,0.333333333,1.666666667,0,0.025641026,0.256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.38,251,9.815,22.99726027,31.26954545,4.91,31,23,4.21,106,7.24,12.00333333,
3538,14043,10284,Dana Howard,LB,Illinois,19950168,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.4,244,8.63,23.16986301,30.88,4.752523962,33.25938567,16,4.312656546,114.7868284,7.245243902,11.87096618,
3539,14046,16362,Cam Newton,DB,Furman,20110001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,248,9.180858586,21.97808219,31.42202778,4.56,35,14.64411367,4.18,126,6.92,11.4970684,21
3540,14049,14427,Fred McAfee,RB,Mississippi Col.,19910154,16,0,0,0,0,0,0,0,0,330,1395,8,48,38,218,0,135,2767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.601941748,6.77184466,0.038834951,0.233009709,0.184466019,1.058252427,0,0.655339806,13.43203883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9,193,9.63,22.84931507,31,4.6,37,18,4.13,122,7.1466171,11.39,
3541,14050,16791,Shane Olivea,T,Ohio St.,20040209,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.9,302,9.9425,22.56164384,33.89451923,5.25,29,23.16,4.71,92,8.25,11.598,
3542,14052,2980,Vontaze Burfict,LB,Arizona St.,20120454,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,386,194,6,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152173913,5.594202899,2.811594203,0.086956522,1.188405797,0,0,0,0,0,0,0,0,0,73.38,248,9.575971731,21.60273973,32.34203774,5,30,21.21631206,4.312656546,104,7.245243902,11.87096618,
3543,14053,24230,Roosevelt Williams,DB,Tuskegee,20020072,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4,204,9.180858586,23.62465753,31.42202778,4.59,38,23,4.190455213,119,7.042195122,11.4970684,
3544,14054,12078,Ryan Kelly,C,Alabama,20160018,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,311,9.818837209,22.92876712,32.21309524,5.03,30,26,4.59,103,7.58,11.62,
3545,14056,22795,Joe Valerio,C,Pennsylvania,19910050,5,0,0,0,0,0,0,0,0,0,0,0,3,4,7,4,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044117647,0.058823529,0.102941176,0.058823529,0.029411765,0.220588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6,293,11,22.20273973,32,5.18,28.5,22,4.49,109,7.748333333,11.62,
3546,14060,19171,Patrick Rowe,WR,San Diego St.,19920052,1,0,0,0,0,0,0,0,0,0,0,0,10,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.9,191,8.13,23.20273973,32.75,4.47,36.5,14.91558442,4.1,119,6.993472585,11.45,
3547,14064,15205,John Michels,G,Tennessee,19960027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.5,282,10.63,23.10410959,33.88,5.12,26.5,25,4.66,108,7.880350877,11.45,
