,Unnamed: 0,player_id,name,position,college,combine_player_ids,season_played,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attempts,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,passing_attempts_average,passing_completions_average,passing_yards_average,passing_rating_average,passing_touchdowns_average,passing_interceptions_average,passing_sacks_average,passing_sacks_yards_lost_average,rushing_attempts_average,rushing_yards_average,rushing_touchdowns_average,receiving targets_average,receiving_receptions_average,receiving_yards_average,receiving_touchdowns_average,kick_return_attempts_average,kick_return_yards_average,kick_return_touchdowns_average,punt_return_attempts_average,punt_return_yards_average,punt_return_touchdowns_average,defense_sacks_average,defense_tackles_average,defense_tackle_assists_average,defense_interceptions_average,defense_interception_yards_average,defense_interception_touchdowns_average,defense_safeties_average,point_after_attempts_average,point_after_makes_average,field_goal_attempts_average,field_goal_makes_average,punting_attempts_average,punting_yards_average,punting_blocked_average,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic
1057,4176,18175,Jalen Ramsey,FS,Florida St.,20160005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,16,4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37037037,0.592592593,0.148148148,3,0,0,0,0,0,0,0,0,0,73.25,209,9.180858586,21.5260274,31.42202778,4.41,41.5,14,4.18,135,6.94,11.4970684,
1058,4179,960,Neiron Ball,OLB,Florida,20150161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.666666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,74,236,9.575971731,22.70684932,32.34203774,4.752523962,33.25938567,22,4.312656546,114.7868284,7.245243902,11.87096618,
1059,4183,23085,Delanie Walker,TE,Central Missouri St.,20060175,12,0,0,0,0,0,0,0,0,16,89,1,733,465,5548,32,31,528,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091954023,0.511494253,0.005747126,4.212643678,2.672413793,31.88505747,0.183908046,0.17816092,3.034482759,0,0,0,0,0,0.040229885,0.057471264,0,0,0,0,0,0,0,0,0,0,0,73.25,240,9.9425,21.7260274,33.89451923,4.55,36.5,23.16,4.716348548,118,7.870920245,11.598,
1060,4185,1037,Michael Barber,WR,Marshall,19890112,4,0,0,0,0,0,0,0,0,1,-13,0,0,39,495,2,2,21,0,13,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814,-0.302325581,0,0,0.906976744,11.51162791,0.046511628,0.046511628,0.488372093,0,0.302325581,1.627906977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.5,165,9.290307692,21.86027397,31.66167364,4.55,35.5,14.91558442,4.03,120,6.993472585,10.91,
1061,4189,10414,Dante Hughes,DB,California,20070095,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,18,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981481481,0.333333333,0.018518519,0.296296296,0,0,0,0,0,0,0,0,0,70.13,190,9.180858586,21.69863014,31.42202778,4.68,28.5,16,4.43,114,7.28,11.4970684,
1062,4196,19328,Larry Ryans,WR,Clemson,19930899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,182,8,22.61361994,32,4.56,35,14.91558442,4.07,118,6.993472585,11.17,
1063,4201,22416,Amani Toomer,WR,Michigan,19960034,13,0,1,0,39.6,0,0,0,0,13,116,1,1300,712,10105,61,15,257,0,117,1105,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004975124,0,0.197014925,0,0,0,0,0.064676617,0.577114428,0.004975124,6.467661692,3.542288557,50.27363184,0.303482587,0.074626866,1.278606965,0,0.582089552,5.497512438,0.014925373,0,0.004975124,0,0,0,0,0,0,0,0,0,0,0,0,74.9,197,9,21.63013699,32.5,4.5,40,14.91558442,4.14,132,6.993472585,11.14,
1064,4205,1387,Brad Beckman,TE,Nebraska-Omaha,19880183,2,0,0,0,0,0,0,0,0,0,0,0,0,11,102,1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458333333,4.25,0.041666667,0.125,0.916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.6,236,9.75,23.32876712,33.89451923,4.71,33,6,4.25,115,7.870920245,11.59,
1065,4208,19644,John Schlecht,DT,Minnesota,20010405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.3,295,9.78304,22.92876712,33.42385246,4.93,31.5,27,4.3,101,7.45,11.87125,
1066,4217,14840,Chris McIntosh,T,Wisconsin,20000022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.4,315,9.9425,23.16438356,33.89451923,5.39,28.01383399,28,4.716348548,102.1781377,7.870920245,11.598,
1067,4220,5652,Phillip Dillard,LB,Nebraska,20100115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,72.25,245,9.575971731,23.38082192,32.34203774,4.65,31.5,21.21631206,4.43,106,7.16,11.87096618,
1068,4221,16145,Toby Myles,T,Mississippi St.,19980147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6,313,10,22.75342466,34.88,5.32,29.5,17,4.84,109,8.64,11.598,
1069,4224,3955,Danny Clark,LB,Illinois,20000245,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,122,60,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040935673,0.713450292,0.350877193,0.011695906,0.046783626,0,0,0,0,0,0,0,0,0,74.1,245,9.575971731,22.95068493,32.34203774,4.77,33.25938567,20,4.312656546,114.7868284,7.245243902,11.87096618,
1070,4226,22219,Tedric Thompson,SS,Colorado,20170111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.75,204,9.180858586,22.28493151,31.42202778,4.6,32.5,17,4.36,117,7.11,11.4970684,
1071,4228,15695,Kashif Moore,WR,Connecticut,20120460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,180,9.290307692,23.44383562,31.66167364,4.36,43.5,19,4.05,126,6.82,11.49209302,
1072,4233,3367,Maurice Canady,CB,Virginia,20160209,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.142857143,0,0,0,0,0,0,0,0,0,0,0,73,193,9.180858586,21.93972603,31.42202778,4.49,38,16,4.09,124,7.03,11.4970684,
1073,4237,7459,Zach Fulton,OG,Tennessee,20140193,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.63,316,9.864050633,22.63835616,32.85608108,5.16,24.5,25,5.16,98,7.87,11.45,
1074,4243,15280,Billy Miller,TE,USC,19990218,10,0,0,0,0,0,0,0,0,0,0,0,324,208,2343,10,6,100,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.793103448,1.793103448,20.19827586,0.086206897,0.051724138,0.862068966,0,0,0,0,0,0.017241379,0,0,0,0,0,0,0,0,0,0,0,0,74.6,215,9.9425,21.99452055,33.89451923,4.67,34.5,23.16,4.28,113,7.06,11.598,
1075,4249,2465,Jeff Brohm,QB,Louisville,19940437,2,37,58,353,324.8,1,1,7,47,20,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,5.8,35.3,32.48,0.1,0.1,0.7,4.7,2,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.8,208,9.5,23.01643836,30,4.857445887,34.5,14.05263158,4.23,113,7.185413534,12.07,
1076,4256,2154,Sean Boyd,DB,North Carolina,19960148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.4,208,10.13,23.35068493,33.88,4.6,35,14.64411367,4.5,118,7.042195122,11.6,
1077,4271,22858,Tyler Varga,RB,Western Ontario (Canada),20151110,1,0,0,0,0,0,0,0,0,1,2,0,2,1,18,0,6,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.666666667,0,0.666666667,0.333333333,6,0,2,50.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,222,9.359638554,21.6109589,31.2399115,4.605443038,33.83308271,23,4.267629108,116.376673,7.1466171,11.64856287,
1078,4272,24997,Anthony Zettel,DE,Penn St.,20160202,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1.4,0.36,0,0,0,0,0,0,0,0,0,0,0,75,277,9.78304,23.73424658,33.42385246,4.81,30.5,28,4.39,109,7.63,11.87125,
1079,4278,21829,Brandon Taylor,SS,Louisiana State,20120073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.75,0.5,0,0,0,0,0,0,0,0,0,0,0,71.25,209,9.180858586,22.25479452,31.42202778,4.52,33.5,14.64411367,4.37,118,7.32,11.4970684,
1080,4280,2043,Joey Bosa,DE,Ohio St.,20160003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,64,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913043478,2.782608696,1.043478261,0,0,0,0,0,0,0,0,0,0,0,77.25,269,9.78304,20.81369863,33.42385246,4.86,32,24,4.21,120,6.89,11.87125,
1081,4282,21851,Gene Taylor,WR,Fresno State (CA),19870163,5,0,0,0,0,0,0,0,0,0,0,0,0,7,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538461538,5.692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3,189,9.290307692,24.4739726,31.66167364,4.54,30.5,10,4.32,127,6.993472585,12.26,
1082,4294,12631,Eric Kresser,QB,Florida,19970448,1,10,21,164,178,1,2,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10.5,82,89,0.5,1,0,0,0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3,220,9.88,24.21369863,33.5,4.857445887,31.01658768,14.05263158,4.326666667,109.0478469,7.185413534,12.07,
1083,4296,137,Nelson Agholor,WR,USC,20150020,3,0,0,0,0,0,0,0,0,5,14,0,166,92,1106,9,5,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128205128,0.358974359,0,4.256410256,2.358974359,28.35897436,0.230769231,0.128205128,2.358974359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.1,198,9.290307692,21.94794521,31.66167364,4.42,34.74818049,12,4.216081081,118.9414414,6.993472585,11.49209302,
1084,4300,7001,Cameron Fleming,OT,Stanford,20140140,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,323,9.9425,21.69041096,33.89451923,5.28,23.5,26,5,97,8.24,11.598,
1085,4301,13462,Phil Loadholt,T,Oklahoma,20090054,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065217391,0,0,0,0,0,0,0,0,0,0,0,0,79.75,332,9.9425,23.2739726,33.89451923,5.49,29,24,5.06,95,8.18,11.598,
1086,4302,24564,Derek Wolfe,DT,Cincinnati,20120036,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,167,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317647059,1.964705882,0.905882353,0,0,0,0,0,0,0,0,0,0,0,77.13,295,9.78304,22.18356164,33.42385246,4.93,33.5,33,4.44,108,7.26,11.87125,
1087,4308,20997,Amari Spievey,DB,Iowa,20100066,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,113,27,5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027777778,3.138888889,0.75,0.138888889,2.277777778,0,0,0,0,0,0,0,0,0,70.88,195,9.180858586,22.03287671,31.42202778,4.52,35,14.64411367,4.190455213,116,7.042195122,11.4970684,
1088,4309,19319,Matt Ryan,QB,Boston Col.,20080003,10,3726,5710,42829,15507.5,274,129,290,1912,356,1010,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.14285714,35.46583851,266.0186335,96.31987578,1.701863354,0.801242236,1.801242236,11.8757764,2.211180124,6.273291925,0.037267081,0,0,0,0,0,0,0,0,0,0,0,0.00621118,0,0,0,0,0,0,0,0,0,0,0,0,76.75,228,9.481704545,22.95890411,31.77426829,4.94,31.01658768,14.05263158,4.51,109.0478469,7.4,12.07,32
1089,4312,13615,Demarcus Love,OL,Arkansas,20110168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.38,315,9.9425,23.15616438,33.89451923,5.18,26.5,27,4.84,97,7.84,11.598,
1090,4317,2582,Corwin Brown,DB,Michigan,19930110,8,0,0,0,0,0,0,0,0,0,0,0,2,2,47,0,0,0,0,0,0,0,0.5,0,0,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015873016,0.015873016,0.373015873,0,0,0,0,0,0,0,0.003968254,0,0,0.03968254,0.412698413,0,0,0,0,0,0,0,0,0,72.4,196,8.5,23.01643836,31.75,4.56,31.5,14.64411367,4.13,115,7.042195122,11.3,
1091,4319,2306,Tyler Brayton,DE,Colorado,20030032,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,17.5,105,31,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007042254,0.042253521,0,0,0,0,0.123239437,0.73943662,0.218309859,0.007042254,0.169014085,0,0,0,0,0,0,0,0,0,78.1,277,9.78304,23.44657534,33.42385246,4.78,34,25,4.24,116,7.13,11.87125,
1092,4321,18204,Thomas Randolph,DB,Kansas St.,19940047,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.166666667,0,0,0,0,0,0,0,0,0,69.3,176,8.88,23.56712329,29.5,4.43,41.5,13,4.26,125,7.042195122,11.67,
1093,4324,22824,Alex Van Pelt,QB,Pittsburgh,19930216,9,266,487,3012,1737.5,17,24,19,113,34,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3125,15.21875,94.125,54.296875,0.53125,0.75,0.59375,3.53125,1.0625,1.90625,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,212,9.75,23,31.88,4.97,30.5,14.05263158,4.326666667,109.0478469,7.185413534,12.07,
