,player_id,name,position,combine_player_ids,season_played,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attempts,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,passing_attempts_average,passing_completions_average,passing_yards_average,passing_rating_average,passing_touchdowns_average,passing_interceptions_average,passing_sacks_average,passing_sacks_yards_lost_average,rushing_attempts_average,rushing_yards_average,rushing_touchdowns_average,receiving targets_average,receiving_receptions_average,receiving_yards_average,receiving_touchdowns_average,kick_return_attempts_average,kick_return_yards_average,kick_return_touchdowns_average,punt_return_attempts_average,punt_return_yards_average,punt_return_touchdowns_average,defense_sacks_average,defense_tackles_average,defense_tackle_assists_average,defense_interceptions_average,defense_interception_yards_average,defense_interception_touchdowns_average,defense_safeties_average,point_after_attempts_average,point_after_makes_average,field_goal_attempts_average,field_goal_makes_average,punting_attempts_average,punting_yards_average,punting_blocked_average,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic,draft_year
23350,1570,LeCharles Bentley,G-C,20020044,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,299,9.864050632911392,22.46575342,32.8560810810811,5.21,25.5,25.14720812182741,4.54,100.0,7.85,11.45,,2002
23351,4518,Marquis Cooper,LB,20040079,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3,223,9.575971731448787,22.1369863,32.34203773584907,4.55,36.5,25.0,4.12,121.0,7.02,11.870966183574884,,2004
23357,24721,Eric Wright,WR,19910953,1,0,0,0,0.0,0,0,0,0,0,0,0,8,5,56,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.38461538461538464,4.3076923076923075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.8,197,9.5,22.61361994345952,31.0,4.71,28.0,14.915584415584416,4.39,105.0,6.993472584856398,12.1,,1991
23362,14485,Matt McCants,T,20120201,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.88,308,9.942499999999999,22.70410959,33.89451923076926,5.4,25.5,17.0,4.716348547717845,97.0,7.870920245398778,11.598,,2012
23365,19797,Freddie Scott,WR,19960860,3,0,0,0,0.0,0,0,0,0,0,0,0,10,7,80,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.5384615384615384,6.153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5,189,9.38,21.66575342,31.75,4.7,30.0,14.915584415584416,4.216081081081083,108.0,6.993472584856398,11.492093023255807,,1996
23368,17192,Ben Patrick,TE,20070215,4,0,0,0,0.0,0,0,0,0,0,0,0,71,50,497,5,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5106382978723405,1.0638297872340425,10.574468085106384,0.10638297872340426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.13,252,9.942499999999999,22.69315068,33.89451923076926,4.74,34.5,23.16,4.31,111.0,7.21,11.598,,2007
23372,23020,Todd Wade,T,20000053,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.9,326,9.942499999999999,23.4739726,33.89451923076926,5.25,27.5,29.0,4.68,101.0,7.68,11.598,,2000
23378,2761,Zach Brown,OLB,20120052,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,365,154,7,204,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21710526315789475,4.802631578947368,2.026315789473684,0.09210526315789473,2.6842105263157894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.25,244,9.575971731448787,22.52328767,32.34203773584907,4.44,33.5,21.21631205673759,4.312656546489565,116.0,7.245243902439021,11.870966183574884,,2012
23379,4315,Landon Collins,SS,20150033,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,247,78,8,93,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11363636363636363,5.613636363636363,1.7727272727272727,0.18181818181818182,2.1136363636363638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,228,9.183984771573627,21.31506849,31.425782122904966,4.53,35.0,14.659430122116689,4.33,120.0,7.38,11.498524590163933,,2015
23380,3916,Tyson Clabo,T,20040419,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9,315,9.942499999999999,22.53424658,33.89451923076926,5.45,30.0,24.0,4.88,100.0,8.09,11.598,,2004
23381,19832,Todd Scott,DB,19910163,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,8,126,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.09195402298850575,1.4482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.4,204,9.63,23.25753425,31.0,4.65,33.0,14.0,4.02,115.0,7.042195121951221,11.41,,1991
23382,3946,Brian Clark,WR,19960813,5,0,0,0,0.0,0,0,0,0,0,0,0,26,11,100,0,29,636,0,0,0,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6842105263157895,0.2894736842105263,2.6315789473684212,0.0,0.7631578947368421,16.736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8,204,9.25,22.61361994345952,33.38,4.74,33.0,16.0,4.36,105.0,6.993472584856398,11.59,,1996
23386,3468,James Carpenter,OL,20110025,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021505376344086023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.38,321,9.942499999999999,22.11506849,33.89451923076926,5.22,28.013833992094863,23.0,4.716348547717845,102.17813765182186,7.870920245398778,11.598,,2011
23393,2354,Jack Brewer,DB,20020418,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2,24,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,194,9.183984771573627,23.29589041,31.425782122904966,4.57,37.0,12.0,4.24,120.0,6.9,11.498524590163933,,2002
23395,18883,Kevin Robinson,WR,20080182,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,420,0,11,94,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.375,52.5,0.0,1.375,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,202,9.290307692307714,23.36712329,31.661673640167393,4.75,27.5,14.915584415584416,4.77,115.0,7.31,11.492093023255807,,2008
23397,4575,Frank Cornish,DT,19900143,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.30303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,281,9.5,22.59178082,31.5,5.35,27.0,22.0,4.78,97.0,7.347658730158733,11.871250000000002,,1990
23398,4137,Cedric Cobbs,RB,20040128,3,0,0,0,0.0,0,0,0,0,25,59,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1,223,9.36008064516131,23.30410959,31.239866666666696,4.72,40.0,18.69061876247505,4.267629107981221,123.0,7.146617100371751,11.648562874251494,,2004
23400,15722,Rahim Moore,FS,20110045,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,187,36,10,112,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,2.791044776119403,0.5373134328358209,0.14925373134328357,1.671641791044776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.75,202,9.183984771573627,21.22191781,31.425782122904966,4.58,35.0,11.0,3.96,115.0,6.98,11.498524590163933,,2011
23403,19357,Rod Saddler,DT-DE,19870090,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19230769230769232,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.3,276,9.75,21.6,31.5,4.99,30.5,16.0,4.68,114.0,7.347658730158733,11.871250000000002,,1987
23405,12132,Eddie Kennison,WR,19960018,13,0,0,0,0.0,0,0,0,0,39,282,0,1041,551,8395,42,25,504,0,153,1528,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2154696132596685,1.558011049723757,0.0,5.751381215469613,3.044198895027624,46.38121546961326,0.23204419889502761,0.13812154696132597,2.7845303867403315,0.0,0.8453038674033149,8.441988950276244,0.016574585635359115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.4,191,9.5,23.2630137,31.0,4.5,34.5,14.915584415584416,4.23,120.0,6.993472584856398,11.46,,1996
23416,11785,William Joseph,DT,20030025,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,8,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09859154929577464,0.11267605633802817,0.11267605633802817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,308,9.783040000000007,23.66027397,33.42385245901642,4.95,32.58196721311475,29.0,4.4380239520958105,113.65745856353591,7.347658730158733,11.871250000000002,,2003
23422,20431,Buster Skrine,DB,20110137,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,72,0,1,0,0,3.0,305,55,9,104,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028846153846153848,0.6923076923076923,0.0,0.009615384615384616,0.0,0.0,0.028846153846153848,2.9326923076923075,0.5288461538461539,0.08653846153846154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,186,9.183984771573627,22.01917808,31.425782122904966,4.37,37.0,20.0,3.9,122.0,6.44,11.498524590163933,,2011
23429,21269,Dominique Stevenson,LB,20020260,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.3,231,9.575971731448787,24.3260274,32.34203773584907,4.6,32.5,23.0,4.312656546489565,107.0,7.245243902439021,11.870966183574884,,2002
23431,24713,Alexander Wright,WR,19900026,7,0,0,0,0.0,0,0,0,0,6,42,0,146,103,1627,10,81,1711,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.4666666666666667,0.0,1.6222222222222222,1.1444444444444444,18.07777777777778,0.1111111111111111,0.9,19.011111111111113,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,184,8.5,22.77534247,30.5,4.42,35.5,14.915584415584416,4.216081081081083,127.0,6.993472584856398,11.492093023255807,,1990
23436,6446,Ben Emanuel,DB,20050171,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,38,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.09090909090909091,3.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,212,9.183984771573627,22.8630137,31.425782122904966,4.57,35.154235145385584,21.0,4.190721649484534,118.9628681177977,7.042195121951221,11.498524590163933,,2005
23442,24173,Mario Williams,DE,20060001,11,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.5,239,54,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6132075471698113,1.5031446540880504,0.33962264150943394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,269,9.783040000000007,21.25479452,33.42385245901642,4.75,34.0,25.0,4.54,111.0,7.49,11.871250000000002,,2006
23444,3671,Anthony Castonzo,OL,20110022,7,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02830188679245283,0.009433962264150943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,311,9.942499999999999,22.73150685,33.89451923076926,5.21,29.5,28.0,4.4,105.0,7.25,11.598,,2011
23449,24636,Ickey Woods,RB,19880031,4,0,0,0,0.0,0,0,0,0,421,1916,31,0,50,415,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.023809523809524,45.61904761904762,0.7380952380952381,0.0,1.1904761904761905,9.880952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.3,231,9.0,22.16712329,31.239866666666696,4.54,31.5,14.0,4.38,116.0,7.146617100371751,12.06,,1988
23452,13157,Matt Leinart,QB,20060010,7,373,651,4126,2258.8999999999996,15,21,30,221,47,89,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.970588235294118,19.147058823529413,121.3529411764706,66.43823529411763,0.4411764705882353,0.6176470588235294,0.8823529411764706,6.5,1.3823529411764706,2.6176470588235294,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.88,223,9.481704545454544,22.98356164,31.774268292682947,4.9,31.01658767772512,14.052631578947368,4.326666666666663,109.04784688995215,7.185413533834583,12.07,35.0,2006
23457,15164,Mark Messner,LB,19890161,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.8,256,9.575971731448787,23.33150685,32.34203773584907,5.24,23.0,11.0,4.63,94.0,7.245243902439021,11.870966183574884,,1989
23460,24793,David Wyman,LB,19870045,9,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,5.5,0,0,3,33,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.05789473684210526,0.0,0.0,0.031578947368421054,0.3473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,235,9.5,23.09041096,31.25,4.79,29.0,23.0,4.3,118.0,7.245243902439021,11.78,,1987
23462,2530,Steve Broussard,P,19900020,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,29,922,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,230.5,0.75,66.3,201,8.0,23.17808219,28.0,4.45,31.0,15.0,4.29,110.0,9.04,11.47,,1990
23464,10391,Michael Huff,DB,20060007,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.5,212,53,11,75,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008264462809917356,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,1.7520661157024793,0.4380165289256198,0.09090909090909091,0.6198347107438017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,204,9.183984771573627,23.16438356,31.425782122904966,4.37,40.5,21.0,4.190721649484534,125.0,7.042195121951221,11.498524590163933,,2006
23467,20654,Jerome Smith,RB,20140430,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.13,220,9.36008064516131,23.10410959,31.239866666666696,4.84,36.0,14.0,4.6,116.0,7.53,11.648562874251494,,2014
23468,11237,Dennis Johnson,RB,20020098,1,0,0,0,0.0,0,0,0,0,49,183,0,12,8,46,0,6,151,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.125,22.875,0.0,1.5,1.0,5.75,0.0,0.75,18.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6,258,9.36008064516131,22.39178082,31.239866666666696,4.84,35.5,17.0,4.36,113.0,7.21,11.648562874251494,,2002
23473,5623,Dahrran Diedrick,RB,20030564,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1,228,9.36008064516131,24.30410959,31.239866666666696,4.65,37.0,19.0,4.42,117.0,7.3,11.648562874251494,,2003
23477,11709,Tebucky Jones,DB,19980022,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,113,0,0,0,0,4.5,0,0,7,92,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04424778761061947,1.0,0.0,0.0,0.0,0.0,0.03982300884955752,0.0,0.0,0.061946902654867256,0.8141592920353983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.3,214,10.0,23.54794521,34.5,4.43,38.5,14.659430122116689,3.94,120.0,7.34,10.58,,1998
23478,13279,Greg Lewis,WR,19910115,8,0,1,0,39.6,0,0,0,0,7,39,0,305,161,2172,9,8,120,0,5,10,0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.007874015748031496,0.0,0.31181102362204727,0.0,0.0,0.0,0.0,0.05511811023622047,0.30708661417322836,0.0,2.4015748031496065,1.2677165354330708,17.10236220472441,0.07086614173228346,0.06299212598425197,0.9448818897637795,0.0,0.03937007874015748,0.07874015748031496,0.0,0.0,0.015748031496062992,0.015748031496062992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5,214,10.5,21.70958904,31.0,4.61,39.0,15.0,4.216081081081083,116.0,6.993472584856398,11.492093023255807,,1991
23483,23520,Floyd Wedderburn,G,19990140,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.3,334,9.864050632911392,22.96438356,32.8560810810811,5.5,24.5,20.0,5.26,86.0,8.76,11.45,,1999
23484,490,Stephen Anderson,TE,20160572,2,0,0,0,0.0,0,0,0,0,0,0,0,44,28,336,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,1.12,13.44,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.13,230,9.942499999999999,23.25753425,33.89451923076926,5.254659498207883,38.0,16.0,4.716348547717845,119.0,7.870920245398778,11.598,,2016
23485,7996,Jonathan Goddard,DE,20050206,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.3,238,9.783040000000007,23.96712329,33.42385245901642,4.7,35.0,27.0,4.14,107.0,7.48,11.871250000000002,,2005
