,Unnamed: 0,player_id,name,position,combine_player_ids,season_played,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attempts,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,passing_attempts_average,passing_completions_average,passing_yards_average,passing_rating_average,passing_touchdowns_average,passing_interceptions_average,passing_sacks_average,passing_sacks_yards_lost_average,rushing_attempts_average,rushing_yards_average,rushing_touchdowns_average,receiving targets_average,receiving_receptions_average,receiving_yards_average,receiving_touchdowns_average,kick_return_attempts_average,kick_return_yards_average,kick_return_touchdowns_average,punt_return_attempts_average,punt_return_yards_average,punt_return_touchdowns_average,defense_sacks_average,defense_tackles_average,defense_tackle_assists_average,defense_interceptions_average,defense_interception_yards_average,defense_interception_touchdowns_average,defense_safeties_average,point_after_attempts_average,point_after_makes_average,field_goal_attempts_average,field_goal_makes_average,punting_attempts_average,punting_yards_average,punting_blocked_average,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic,draft_year
0,0,1809,Robert Blackmon,DB,19900034,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,17,262,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0783582089552238,0.0,0.0,0.126865671641791,1.955223880597015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.3,198,9.38,22.96164384,29.0,4.59,33.5,12.0,4.27,119.0,7.042195121951221,12.08,,1990
1,1,23586,Dean Wells,LB,19930085,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,3,40,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0193798449612403,0.0,0.0,0.0232558139534883,0.3100775193798449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,238,9.88,22.78082192,32.38,4.61,39.0,20.0,4.01,126.0,7.245243902439021,11.05,,1993
2,5,4310,Jerome Collins,T,20050144,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.25,267,9.9425,22.69589041,33.89451923076926,4.73,28.013833992094863,21.0,4.716348547717845,114.0,7.870920245398778,11.598,,2005
3,6,2701,Preston Brown,LB,20140073,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,253,200,3,46,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169491525423728,4.288135593220339,3.389830508474576,0.0508474576271186,0.7796610169491526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.25,251,9.575971731448789,21.54246575,32.34203773584907,4.86,33.0,23.0,4.26,115.0,6.98,11.870966183574884,,2014
4,8,11755,LaMont Jordan,RB,20010049,9,0,2,0,39.6,0,1,0,0,936,3950,30,220,163,1334,3,38,730,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0166666666666666,0.0,0.33,0.0,0.0083333333333333,0.0,0.0,7.8,32.916666666666664,0.25,1.8333333333333333,1.3583333333333334,11.116666666666667,0.025,0.3166666666666666,6.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.3,234,9.36008064516131,22.45753425,31.239866666666696,4.57,37.0,24.0,4.267629107981221,116.37547892720306,7.146617100371751,11.648562874251494,,2001
5,13,3966,Frank Clark,DE,20150063,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,54,33,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,1.2,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.7,271,9.783040000000009,21.89041096,33.42385245901642,4.79,38.5,19.0,4.05,118.0,7.08,11.871250000000002,,2015
6,14,9175,Jackie Harris,T,19900102,12,0,0,0,0.0,0,0,0,0,1,1,0,581,408,4531,25,1,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005813953488372,0.005813953488372,0.0,3.377906976744186,2.372093023255814,26.343023255813957,0.1453488372093023,0.005813953488372,0.0174418604651162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,231,10.0,22.31232877,32.38,4.85,31.5,7.0,4.38,114.0,7.870920245398778,12.06,,1990
7,16,2657,Ken Brown,RB,19950124,6,0,0,0,0.0,0,0,0,0,350,1206,7,0,58,468,2,45,982,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.430379746835443,15.265822784810126,0.0886075949367088,0.0,0.7341772151898734,5.924050632911392,0.0253164556962025,0.569620253164557,12.430379746835444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,235,9.88,23.98082192,34.13,4.604981884057968,34.5,13.0,4.267629107981221,115.0,7.146617100371751,11.648562874251494,,1995
8,18,18011,MyCole Pruitt,T,20150143,2,0,0,0,0.0,0,0,0,0,0,0,0,20,14,124,0,1,12,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809524,0.6666666666666666,5.904761904761905,0.0,0.0476190476190476,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.2,251,9.9425,23.11506849,33.89451923076926,4.58,38.0,17.0,4.37,118.0,7.25,11.598,,2015
9,30,12559,Scott Kowalkowski,LB,19910216,11,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,29,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061349693251533,0.0,0.0,0.0061349693251533,0.1779141104294478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1,227,9.13,22.6739726,33.5,4.91,28.5,21.21631205673759,4.16,104.0,7.245243902439021,11.52,,1991
10,34,1477,Ricky Bell,RB,19960807,6,0,0,0,0.0,0,0,0,0,880,3264,18,0,99,854,3,1,10,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,49.45454545454545,0.2727272727272727,0.0,1.5,12.93939393939394,0.0454545454545454,0.0151515151515151,0.1515151515151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.8,186,9.25,21.56438356,31.0,4.604981884057968,33.835593220338986,16.0,4.267629107981221,116.37547892720306,7.146617100371751,11.648562874251494,,1996
11,44,19783,Chris Scott,DE,20100151,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1515151515151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.63,319,9.783040000000009,22.73150685,33.42385245901642,5.52,22.5,19.0,5.03,113.65745856353593,8.24,11.871250000000002,,2010
12,48,1244,D'Wayne Bates,WR,19990071,5,0,0,0,0.0,0,0,0,0,1,-2,0,123,71,901,5,1,15,0,4,93,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277777777777777,-0.0555555555555555,0.0,3.4166666666666665,1.9722222222222223,25.02777777777778,0.1388888888888889,0.0277777777777777,0.4166666666666667,0.0,0.1111111111111111,2.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.6,215,9.290307692307714,23.38356164,31.661673640167397,4.59,37.0,14.915584415584416,4.24,117.0,7.25,11.492093023255809,,1999
13,51,24188,Mike Williams,WR,20050010,7,0,0,0,0.0,0,0,0,0,1,0,0,267,136,1609,8,0,0,0,0,0,0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172413793103448,0.0,0.0,4.603448275862069,2.3448275862068964,27.74137931034483,0.1379310344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.63,229,9.290307692307714,21.31506849,31.661673640167397,4.57,36.5,14.915584415584416,4.216081081081083,118.94144144144144,6.993472584856398,11.492093023255809,,2005
14,53,17858,Bilal Powell,RB,20110126,7,1,1,30,118.7,0,0,0,0,635,2785,12,272,190,1445,4,3,54,0,0,0,0,0.0,7,2,0,0,0,0,0,0,0,0,0,0,0,0.0119047619047619,0.0119047619047619,0.3571428571428571,1.4130952380952382,0.0,0.0,0.0,0.0,7.559523809523809,33.154761904761905,0.1428571428571428,3.238095238095238,2.261904761904762,17.202380952380953,0.0476190476190476,0.0357142857142857,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5,207,9.36008064516131,22.51506849,31.239866666666696,4.52,33.835593220338986,18.0,4.267629107981221,116.37547892720306,7.146617100371751,11.648562874251494,,2011
15,57,15176,Jack Mewhort,T,20140059,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,309,9.9425,22.61917808,33.89451923076926,5.37,26.0,28.0,4.64,100.0,7.79,11.598,,2014
16,62,18706,Victor Riley,T,19980027,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6,333,10.75,23.46849315,36.13,5.55,23.0,23.0,5.02,91.0,8.77,11.598,,1998
17,66,1501,Jason Belser,DB,19920197,11,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,112,0,1,53,0,9.5,0,0,16,406,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337078651685393,0.6292134831460674,0.0,0.0056179775280898,0.297752808988764,0.0,0.0533707865168539,0.0,0.0,0.0898876404494382,2.2808988764044944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.6,182,8.5,21.92876712,30.63,4.74,37.0,9.0,4.41,119.0,7.042195121951221,11.63,,1992
18,70,201,Chas Alecxih,DE,20120597,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.75,296,9.783040000000009,23.22191781,33.42385245901642,5.31,25.5,19.0,4.62,99.0,7.74,11.871250000000002,,2012
19,72,1887,Eric Blount,WR,19930812,2,0,0,0,0.0,0,0,0,0,6,27,1,10,8,54,0,19,414,0,22,191,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.7,0.1,1.0,0.8,5.4,0.0,1.9,41.4,0.0,2.2,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.4,234,8.88,22.61361994345952,32.13,4.83,31.0,19.0,4.216081081081083,118.94144144144144,6.993472584856398,11.492093023255809,,1993
20,77,21480,Justin Strzelczyk,T,19900293,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.1,282,9.25,21.69041096,32.5,5.04,29.0,12.0,4.49,108.0,7.870920245398778,11.598,,1990
21,79,6257,Braylon Edwards,WR,20050003,8,0,1,0,39.6,0,0,0,0,4,11,0,770,374,5842,42,0,0,0,0,0,0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0084745762711864,0.0,0.3355932203389831,0.0,0.0,0.0,0.0,0.0338983050847457,0.0932203389830508,0.0,6.52542372881356,3.169491525423729,49.50847457627118,0.3559322033898305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1186440677966101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.88,211,9.290307692307714,22.18356164,31.661673640167397,4.45,34.748180494905384,22.0,4.216081081081083,118.94144144144144,6.993472584856398,11.492093023255809,,2005
22,83,5341,Brian Dawkins,DB,19960061,16,0,0,0,0.0,0,0,0,0,0,0,0,1,1,57,1,0,0,0,0,0,0,28.0,270,60,41,588,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041322314049586,0.0041322314049586,0.2355371900826446,0.0041322314049586,0.0,0.0,0.0,0.0,0.0,0.0,0.1157024793388429,1.115702479338843,0.2479338842975206,0.1694214876033057,2.4297520661157024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.4,189,9.0,22.53424658,31.38,4.63,35.0,19.0,4.39,120.0,7.042195121951221,11.6,,1996
23,90,17509,Bryce Petty,QB,20150103,1,75,133,809,354.8,3,7,13,79,5,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,22.166666666666668,134.83333333333334,59.13333333333333,0.5,1.1666666666666667,2.1666666666666665,13.166666666666666,0.8333333333333334,3.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.7,230,9.481704545454544,23.93150685,31.774268292682947,4.87,34.0,14.052631578947368,4.13,121.0,6.91,12.07,,2015
24,91,22024,Daniel Thomas,RB,20110062,4,0,0,0,0.0,0,0,0,0,409,1480,10,74,55,412,3,0,0,0,0,0,0,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.865384615384615,28.46153846153846,0.1923076923076923,1.4230769230769231,1.0576923076923077,7.923076923076923,0.0576923076923076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576923076923076,0.0192307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.25,230,9.36008064516131,23.51232877,31.239866666666696,4.63,33.835593220338986,21.0,4.267629107981221,116.37547892720306,7.146617100371751,11.648562874251494,,2011
25,93,18238,Keiwan Ratliff,DB,20040049,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,650,0,0.0,35,12,5,89,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1794871794871795,8.333333333333334,0.0,0.0,0.4487179487179487,0.1538461538461538,0.0641025641025641,1.141025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.1,194,9.183984771573629,23.03013699,31.42578212290497,4.58,35.154235145385584,11.0,4.190721649484534,118.9628681177977,7.042195121951221,11.498524590163932,,2004
26,99,22474,Steve Trapilo,G,19870096,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,284,10.25,22.61643836,32.5,5.22,23.5,26.0,4.91,97.0,7.880350877192982,11.45,,1987
27,101,10604,Juaquin Iglesias,WR,20090099,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.88,210,9.290307692307714,21.69041096,31.661673640167397,4.44,34.5,14.915584415584416,4.4,116.0,6.993472584856398,11.492093023255809,,2009
28,108,14547,Todd McClure,C,19990237,13,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096618357487922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4,298,9.818837209302323,22.17808219,32.21309523809525,5.25,28.0,29.0,4.51,93.0,7.81,11.62,,1999
29,110,20742,Raonall Smith,LB,20020038,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,1,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.1,244,9.575971731448789,23.50958904,32.34203773584907,4.56,42.0,26.0,4.11,121.0,7.1,11.870966183574884,,2002
30,112,15679,Evan Moore,WR,20080637,4,0,0,0,0.0,0,0,0,0,0,0,0,103,63,810,5,0,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.145833333333333,1.3125,16.875,0.1041666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,233,9.290307692307714,23.3260274,31.661673640167397,4.78,27.0,16.0,4.43,110.0,7.08,11.492093023255809,,2008
31,114,24171,Marcus Williams,DB,20010427,4,0,0,0,0.0,0,0,0,0,0,0,0,1,1,31,0,0,0,0,0,0,0,2.5,86,17,10,62,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0222222222222222,0.6888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,1.9111111111111112,0.3777777777777777,0.2222222222222222,1.3777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,230,9.183984771573629,23.37260274,31.42578212290497,4.56,41.0,14.659430122116689,4.2,130.0,7.37,11.498524590163932,,2001
32,132,20689,L.J. Smith,T,20030061,7,0,0,0,0.0,0,0,0,0,0,0,0,423,251,2747,19,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.880733944954129,2.302752293577982,25.20183486238532,0.1743119266055046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018348623853211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3,258,9.9425,22.96712329,33.89451923076926,4.69,37.0,26.0,4.18,122.0,6.74,11.598,,2003
33,144,16948,John Owens,T,20020138,8,0,0,0,0.0,0,0,0,0,0,0,0,42,23,199,1,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.2948717948717949,2.551282051282051,0.0128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128205128205128,0.0128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,265,9.9425,22.29041096,33.89451923076926,4.77,38.5,21.0,4.716348547717845,115.0,7.870920245398778,11.598,,2002
34,146,14520,Rolando McClain,LB,20100008,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,292,120,4,22,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1417910447761194,4.358208955223881,1.791044776119403,0.0597014925373134,0.3283582089552239,0.0,0.0149253731343283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,249,9.575971731448789,20.78630137,32.34203773584907,4.68,33.25938566552901,24.0,4.312656546489565,114.78682842287697,7.245243902439021,11.870966183574884,,2010
35,149,398,Jason Andersen,G,19980211,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.6,314,10.25,22.63835616,33.5,5.35,29.5,21.0,4.5,102.0,8.42,11.45,,1998
36,152,11364,Melvin Johnson,DB,19950043,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,4,43,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192307692307692,0.0,0.0,0.0769230769230769,0.8269230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.9,195,8.88,23.03287671,33.5,4.71,34.5,13.0,4.17,127.0,7.042195121951221,11.4,,1995
37,153,21007,C.J. Spillman,DB,20090606,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1770833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,197,9.183984771573629,22.98630137,31.42578212290497,4.45,41.5,14.659430122116689,4.33,122.0,7.05,11.498524590163932,,2009
38,155,6093,Damon Dunn,WR,19980414,2,0,0,0,0.0,0,0,0,0,0,0,0,1,1,6,0,2,35,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.5454545454545454,0.0,0.1818181818181818,3.1818181818181817,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.9,183,9.25,22.10684932,30.75,4.48,31.5,14.915584415584416,4.0,114.0,7.46,10.92,,1998
39,164,5647,Trent Dilfer,QB,19940006,14,1818,3307,21489,9462.4,117,133,276,1845,263,860,5,2,2,-6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.367647058823527,24.31617647058824,158.00735294117646,69.5764705882353,0.8602941176470589,0.9779411764705882,2.0294117647058822,13.566176470588236,1.9338235294117647,6.323529411764706,0.0367647058823529,0.0147058823529411,0.0147058823529411,-0.0441176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3,228,9.63,22.12876712,32.25,4.857445887445886,31.01658767772512,14.052631578947368,4.326666666666663,109.04784688995215,7.185413533834583,12.07,,1994
