,Unnamed: 0,player_id,name,position,combine_player_ids,season_played,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attempts,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,passing_attempts_average,passing_completions_average,passing_yards_average,passing_rating_average,passing_touchdowns_average,passing_interceptions_average,passing_sacks_average,passing_sacks_yards_lost_average,rushing_attempts_average,rushing_yards_average,rushing_touchdowns_average,receiving targets_average,receiving_receptions_average,receiving_yards_average,receiving_touchdowns_average,kick_return_attempts_average,kick_return_yards_average,kick_return_touchdowns_average,punt_return_attempts_average,punt_return_yards_average,punt_return_touchdowns_average,defense_sacks_average,defense_tackles_average,defense_tackle_assists_average,defense_interceptions_average,defense_interception_yards_average,defense_interception_touchdowns_average,defense_safeties_average,point_after_attempts_average,point_after_makes_average,field_goal_attempts_average,field_goal_makes_average,punting_attempts_average,punting_yards_average,punting_blocked_average,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic,draft_year
2019,8006,6860,Brad Fichtel,C,19930179,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,284,10.38,23.14246575,31.88,5.22,27.0,29.0,4.35,107.0,7.748333333333335,11.62,,1993
2020,8011,7234,Domonique Foxworth,DB,20050097,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,102,9,8,103,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2289156626506024,0.108433734939759,0.0963855421686747,1.2409638554216869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.1,184,9.183984771573629,22.09041096,31.42578212290497,4.39,41.0,14.0,3.89,125.0,6.78,11.498524590163932,,2005
2021,8012,2790,Mark Bruener,T,19950027,14,0,0,0,0.0,0,0,0,0,0,0,0,279,154,1355,18,4,38,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4381443298969072,0.7938144329896907,6.984536082474227,0.0927835051546391,0.0206185567010309,0.1958762886597938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,249,9.75,22.6109589,32.5,4.89,34.0,22.0,4.19,116.0,7.870920245398778,11.66,,1995
2022,8015,10568,Steve Hutchinson,G,20010017,12,0,0,0,0.0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056497175141242,0.0056497175141242,0.0282485875706214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169491525423728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.1,315,9.864050632911392,23.48493151,32.8560810810811,5.14,33.5,31.0,4.74,106.0,7.82,11.45,,2001
2023,8019,5487,Anthony Denham,T,20140566,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,235,9.9425,22.81369863,33.89451923076926,4.77,32.5,23.16,4.716348547717845,102.17813765182186,7.870920245398778,11.598,,2014
2024,8026,5847,Tandon Doss,WR,20110123,3,0,0,0,0.0,0,0,0,0,0,0,0,53,26,428,1,0,0,0,28,420,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.358974358974359,0.6666666666666666,10.974358974358974,0.0256410256410256,0.0,0.0,0.0,0.717948717948718,10.76923076923077,0.0256410256410256,0.0,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,201,9.290307692307714,21.6109589,31.661673640167397,4.56,34.748180494905384,14.0,4.216081081081083,118.94144144144144,6.993472584856398,11.492093023255809,,2011
2025,8030,3694,Quinton Caver,LB,20010055,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.9,227,9.575971731448789,22.67945205,32.34203773584907,4.66,37.5,23.0,4.25,118.0,7.66,11.870966183574884,,2001
2026,8039,17542,John Phillips,T,20090208,8,0,0,0,0.0,0,0,0,0,0,0,0,71,56,391,6,5,64,0,0,0,0,0.0,11,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6283185840707964,0.495575221238938,3.4601769911504423,0.0530973451327433,0.0442477876106194,0.5663716814159292,0.0,0.0,0.0,0.0,0.0,0.0973451327433628,0.0353982300884955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.38,251,9.9425,21.88767123,33.89451923076926,4.78,33.5,20.0,4.27,112.0,6.84,11.598,,2009
2027,8048,24433,Travis Wilson,WR,20060078,1,0,0,0,0.0,0,0,0,0,0,0,0,6,2,32,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,214,9.290307692307714,22.22739726,31.661673640167397,4.53,36.5,14.915584415584416,3.99,120.0,6.7,11.492093023255809,,2006
2028,8051,21321,Jon Stinchcomb,T,20030037,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,302,9.9425,23.67945205,33.89451923076926,5.09,35.0,32.0,4.58,115.0,7.83,11.598,,2003
2029,8056,16359,Kendall Newson,WR,20020222,1,0,0,0,0.0,0,0,0,0,0,0,0,6,2,55,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,9.166666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.6,200,9.290307692307714,22.13972603,31.661673640167397,4.72,33.5,14.915584415584416,4.27,113.0,6.87,11.492093023255809,,2002
2030,8060,19313,Jake Ryan,LB,20150129,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,137,69,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.186046511627907,1.6046511627906976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.3,240,9.575971731448789,23.18630137,32.34203773584907,4.65,34.0,20.0,4.2,120.0,7.11,11.870966183574884,,2015
2031,8067,14306,Cliff Matthews,DE,20110230,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,17,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027027027,0.054054054054054,0.0,0.0,0.0,0.0,0.0,0.4594594594594595,0.2702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5,257,9.783040000000009,21.74246575,33.42385245901642,4.81,32.0,17.0,4.37,112.0,7.21,11.871250000000002,,2011
2032,8072,21237,Tremayne Stephens,RB,19980429,2,0,0,0,0.0,0,0,0,0,59,183,4,29,20,142,1,34,684,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.458333333333333,7.625,0.1666666666666666,1.2083333333333333,0.8333333333333334,5.916666666666667,0.0416666666666666,1.4166666666666667,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.8,205,10.0,22.01917808,32.88,4.54,40.0,14.0,4.0,121.0,7.19,10.95,,1998
2033,8075,6571,Donald Evans,DE,19870047,9,0,0,0,0.0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0326086956521739,0.108695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1847826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8,262,8.5,23.1369863,32.0,4.62,31.0,29.0,4.52,115.0,7.347658730158733,11.871250000000002,,1987
2034,8080,16098,Adrian Murrell,RB,19930120,11,0,0,0,0.0,0,0,0,0,1402,5356,23,322,219,1437,6,50,829,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.306451612903226,43.193548387096776,0.1854838709677419,2.596774193548387,1.7661290322580645,11.588709677419354,0.0483870967741935,0.4032258064516129,6.685483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.3,206,8.75,22.53972603,31.5,4.59,33.5,12.0,4.17,117.0,7.146617100371751,11.4,,1993
2035,8082,22033,Donald Thomas,G,20080195,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212765957446808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.38,303,9.864050632911392,22.6,32.8560810810811,5.08,24.5,28.0,4.78,100.0,7.45,11.45,,2008
2036,8083,16692,Terry Obee,WR,19900870,3,0,0,0,0.0,0,0,0,0,0,0,0,46,26,351,3,9,159,0,35,289,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7058823529411766,1.5294117647058822,20.647058823529413,0.1764705882352941,0.5294117647058824,9.352941176470589,0.0,2.0588235294117645,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,182,8.25,21.86575342,29.0,4.58,31.5,14.915584415584416,4.16,115.0,6.993472584856398,11.27,,1990
2037,8093,20740,Quintin Smith,WR,19900898,1,0,0,0,0.0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.8,172,9.0,21.69315068,29.63,4.71,27.5,14.915584415584416,4.31,111.0,6.993472584856398,11.49,,1990
2038,8096,10726,Asa Jackson,DB,20120169,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,191,9.183984771573629,22.41369863,31.42578212290497,4.48,34.5,19.0,4.03,118.0,6.97,11.498524590163932,,2012
2039,8098,3975,Jeremy Clark,DE,20070706,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,309,9.783040000000009,23.65753425,33.42385245901642,5.06,29.0,29.0,4.82,104.0,7.78,11.871250000000002,,2007
2040,8100,13797,Khalil Mack,LB,20140005,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,217,71,1,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6083333333333333,3.6166666666666663,1.1833333333333331,0.0166666666666666,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.63,251,9.575971731448789,23.22191781,32.34203773584907,4.65,40.0,23.0,4.18,127.0,7.08,11.870966183574884,,2014
2041,8106,9841,Eric Hill,LB,19890010,11,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05625,0.0,0.0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4,249,9.575971731448789,22.45479452,32.34203773584907,4.79,35.0,20.0,4.35,123.0,7.245243902439021,11.68,,1989
2042,8109,20040,Terrance Shaw,DB,19950034,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,11,140,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0733333333333333,0.9333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.1,188,9.75,21.45753425,31.88,4.54,34.5,14.0,4.06,122.0,7.042195121951221,11.28,,1995
2043,8114,20505,Akili Smith,QB,19990003,4,215,461,2212,1177.2,5,13,59,327,70,371,1,1,1,6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.772727272727272,20.954545454545453,100.54545454545456,53.50909090909091,0.2272727272727272,0.5909090909090909,2.6818181818181817,14.863636363636363,3.1818181818181817,16.863636363636363,0.0454545454545454,0.0454545454545454,0.0454545454545454,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.8,227,9.481704545454544,23.67123288,31.774268292682947,4.7,34.0,14.052631578947368,4.29,111.0,6.99,12.07,26.0,1999
2044,8116,18811,Bernard Robertson,T,20010138,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.9,308,9.9425,21.88219178,33.89451923076926,5.24,30.0,19.0,4.58,106.0,8.06,11.598,,2001
2045,8117,11983,Curtis Keaton,RB,20000097,3,0,0,0,0.0,0,0,0,0,23,91,0,1,1,9,0,48,991,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.64,0.0,0.04,0.04,0.36,0.0,1.92,39.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,214,9.36008064516131,23.50684932,31.239866666666696,4.41,41.5,23.0,3.93,131.0,6.82,11.648562874251494,,2000
2046,8126,5342,Dale Dawkins,WR,19900223,4,0,0,0,0.0,0,0,0,0,0,0,0,0,8,106,0,3,32,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,2.9444444444444446,0.0,0.0833333333333333,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8,189,9.25,23.49315068,31.25,4.65,35.0,14.915584415584416,4.15,126.0,6.993472584856398,11.26,,1990
2047,8130,1360,Aubrey Beavers,LB,19940054,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,3,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.1904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.6,233,9.5,22.66575342,34.0,4.752523961661344,33.25938566552901,21.21631205673759,4.312656546489565,114.78682842287697,7.245243902439021,11.870966183574884,,1994
2048,8136,14657,Brandon McDonald,DB,20070140,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,136,32,9,225,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0125,1.7,0.4,0.1125,2.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.88,181,9.183984771573629,21.68493151,31.42578212290497,4.61,33.0,17.0,4.76,118.0,7.44,11.498524590163932,,2007
2049,8141,21763,Ryan Tannehill,QB,20120008,5,1653,2637,18455,6692.300000000001,106,66,213,1606,216,1065,6,2,2,5,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,21.467532467532468,34.246753246753244,239.67532467532467,86.91298701298703,1.3766233766233766,0.8571428571428571,2.7662337662337664,20.857142857142858,2.805194805194805,13.831168831168831,0.0779220779220779,0.0259740259740259,0.0259740259740259,0.0649350649350649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0649350649350649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.88,221,9.481704545454544,23.76438356,31.774268292682947,4.65,31.01658767772512,14.052631578947368,4.326666666666663,109.04784688995215,7.185413533834583,12.07,34.0,2012
2050,8142,51,Anthony Adams,DE,20030057,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,97,22,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0853658536585365,0.7886178861788617,0.1788617886178861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.6,299,9.783040000000009,22.86849315,33.42385245901642,5.1,30.5,22.50974930362117,4.57,109.0,7.67,11.871250000000002,,2003
2051,8146,9941,Marcus Hinton,T,19950851,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.1,256,9.5,22.971302061784524,33.5,4.76,29.0,23.16,4.68,94.0,7.870920245398778,12.78,,1995
2052,8147,8594,Jake Grove,C,20040045,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.4,303,9.818837209302323,24.27123288,32.21309523809525,5.17,27.761682242990656,31.0,4.617171717171717,101.7843137254902,7.748333333333335,11.62,,2004
2053,8152,8368,Harold Green,RB,19900038,9,0,0,0,0.0,0,0,0,0,1162,4420,13,260,217,1668,5,11,226,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.007751937984496,34.263565891472865,0.1007751937984496,2.0155038759689923,1.682170542635659,12.930232558139537,0.0387596899224806,0.0852713178294573,1.751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,216,10.0,22.24383562,31.63,4.74,32.0,16.0,4.25,118.0,7.146617100371751,11.648562874251494,,1990
2054,8157,20777,Shelley Smith,G,20100187,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.88,300,9.864050632911392,22.9369863,32.8560810810811,5.03,34.0,26.0,4.71,112.0,7.67,11.45,,2010
2055,8158,2674,Levi Brown,QB,20100209,1,2,3,24,51.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,24.0,51.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5,229,9.481704545454544,23.13150685,31.774268292682947,4.93,31.5,20.0,4.43,106.0,7.07,12.07,,2010
2056,8159,15987,Muhsin Muhammad,WR,19960043,14,0,0,0,0.0,0,0,0,0,14,78,0,1588,890,11996,65,2,5,0,0,0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0660377358490566,0.3679245283018867,0.0,7.490566037735849,4.19811320754717,56.58490566037736,0.3066037735849056,0.0094339622641509,0.0235849056603773,0.0,0.0,0.0,0.0,0.0,0.0235849056603773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8,217,10.38,22.97534247,33.38,4.53,33.0,14.915584415584416,4.16,120.0,6.993472584856398,11.31,,1996
2057,8160,24227,Roland Williams,T,19980098,8,0,0,0,0.0,0,0,0,0,0,0,0,189,122,1087,14,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,1.22,10.87,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.9,263,10.0,22.99178082,34.25,4.94,36.5,18.0,4.21,120.0,7.71,12.14,,1998
2058,8164,19962,Adam Seward,LB,20050149,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232558139534883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.3,248,9.575971731448789,22.87123288,32.34203773584907,4.61,36.5,33.0,4.11,120.0,7.16,11.870966183574884,,2005
2059,8165,12521,Dan Koppen,C,20030164,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132450331125827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.6,297,9.818837209302323,23.63561644,32.21309523809525,5.31,28.5,27.0,4.46,101.0,8.24,11.62,,2003
