,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,player_id,name,position,combine_player_ids,combine_combine_ids,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attemps,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic,Player,Pos,To,CarAV,DrAV,Age,Tm,Rnd,Pick,Year
75,72,72,292,10157,Johnny Holton,WR,20160716,19439,0,0,0,0,0,0,0,0,6,43,0,9,6,195,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.63,190,,25.70136986,,4.54,31.5,8,,123,,,,,,,,,,,,,
76,73,73,299,4931,Justice Cunningham,TE,20130254,18023,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.63,258,,22.29315068,,4.94,31.5,,4.45,116,7.12,,,Justice Cunningham,TE,2015,0,0,22,IND,7,254,2013
77,74,74,300,4269,Stacy Coley,WR,20170219,19685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.13,195,,22.97534247,,4.45,34,10,4.39,122,,,,Stacy Coley,WR,2018,0,0,23,MIN,7,219,2017
78,75,75,306,4775,Joel Crisman,G,19940823,12501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9,295,8.88,,33.13,5.73,23,16,5.04,96,,,,,,,,,,,,,
79,76,76,311,18156,Donovan Raiola,C,20060426,16157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.13,300,,23.39178082,,5.57,25,20,4.97,90,8.17,,,,,,,,,,,,
80,77,77,313,23066,Clive Walford,TE,20150068,18870,0,0,0,0,0,0,0,0,0,0,0,109,66,714,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,251,,23.53972603,,4.79,30.5,20,4.57,120,7.32,,,Clive Walford,TE,2019,7,7,23,OAK,3,68,2015
81,78,78,315,2833,Antonio Bryant,WR,20020063,14904,0,0,0,0,0,0,0,0,11,65,0,714,373,5689,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,73.3,188,,21.12876712,,4.6,37,,,118,,,,Antonio Bryant,WR,2009,38,8,21,DAL,2,63,2002
82,79,79,316,21742,Lorenzo Taliaferro,RB,20140138,18535,0,0,0,0,0,0,0,0,82,339,5,18,16,153,0,1,15,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,72.25,229,,22.3890411,,4.58,33,18,4.22,116,6.88,,,Lorenzo Taliaferro,RB,2016,3,3,22,BAL,4,138,2014
83,80,80,319,7874,Marcus Gilchrist,DB,20110050,17435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,0,0,0,0,4,322,97,11,142,0,0,0,0,0,0,0,0,0,70,195,,22.4,,4.45,38.5,26,4.12,119,6.81,,,Marcus Gilchrist,DB,2020,33,15,22,SDG,2,50,2011
84,81,81,324,16474,Al Noga,DE-DT,19880071,10474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,0,0,1,26,0,0,0,0,0,0,0,0,0,73,259,9.25,22.61917808,,4.89,32,34,4.43,115,,,,,,,,,,,,,
85,82,82,325,6049,Troy Dumas,LB,19950097,12824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75.6,234,10.13,22.57260274,33.13,4.92,35.5,14,4.13,118,,12.03,,Troy Dumas,LB,1997,1,1,22,KAN,3,97,1995
86,83,83,329,11430,Teyo Johnson,TE,20030063,15246,0,0,0,0,0,0,0,0,0,0,0,38,26,288,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.4,247,,21.41917808,,4.61,33.5,,,,,,,Teyo Johnson,TE,2005,2,2,21,OAK,2,63,2003
87,84,84,340,3190,Jeff Byers,C,20100630,17095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.38,301,,24.63835616,,5.04,,33,,,,,,,,,,,,,,,
88,85,85,343,21687,Jeff Sydner,WR,19920160,12026,0,0,0,0,0,0,0,0,0,0,0,3,3,52,0,51,1027,0,64,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.4,171,9,22.47123288,29.5,4.68,33,,3.85,115,,11.07,,Jeff Sydner,WR,1995,0,0,22,PHI,6,160,1992
89,86,86,344,24718,Dwayne Wright,RB,20070111,16501,0,0,0,0,0,0,0,0,29,94,0,3,3,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.5,228,,23.92054795,,4.69,34,14,4.43,115,7.23,,,Dwayne Wright,RB,2007,1,1,24,BUF,4,111,2007
90,87,87,345,2325,Bashaud Breeland,CB,20140102,18295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,0,0,0,0,1,204,53,7,88,0,0,0,0,0,0,0,0,0,71.38,197,,22.28493151,,4.62,34.5,11,4.33,123,7.04,,,,,,,,,,,,
91,88,88,350,6628,Jason Fabini,T,19980111,13756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.4,314,11,23.6630137,34.25,5.63,25.5,20,4.68,89,8.41,,,Jason Fabini,T,2008,53,47,24,NYJ,4,111,1998
92,89,89,357,15381,Lawyer Milloy,DB,19960036,13234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,173,52,27,216,0,0,0,0,0,0,0,0,0,72,210,9.13,22.44657534,30.5,,,,,,,,,Lawyer Milloy,DB,2010,78,55,22,NWE,2,36,1996
93,90,90,358,23593,Mike Wells,QB,19940125,12723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4,281,9.63,23.31232877,33,4.99,30.5,26,4.4,99,,,,,,,,,,,,,
94,91,91,359,1168,Sebastian Barrie,DE-DT,19920803,11666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.5,273,10.25,21.93424658,35.13,5.08,32,17,4.86,110,,,,,,,,,,,,,
95,92,92,362,19325,Tim Ryan,G,19910136,11550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,277,9.38,22.64657534,30.5,5.18,28.5,25,4.49,102,,,,Tim Ryan,G,1993,3,3,23,TAM,5,136,1991
96,93,93,373,24009,Calvin Williams,WR,19900133,11210,0,0,0,0,0,0,0,0,5,29,0,452,325,4125,36,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.8,181,9.5,23.15342466,29.88,4.52,35,,4.2,127,,11.8,,Calvin Williams,WR,1996,33,32,23,PHI,5,133,1990
97,94,94,374,3532,Leonte Carroo,WR,20160086,19362,0,0,0,0,0,0,0,0,0,0,0,18,10,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.88,211,,22.2739726,,4.5,35.5,14,,120,,,,Leonte Carroo,WR,2018,2,2,22,MIA,3,86,2016
98,95,95,376,6318,Tyler Eifert,TE,20130021,18033,0,0,0,0,0,0,0,0,0,0,0,198,132,1595,20,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,77.5,250,,22.64383562,,4.68,35.5,22,4.32,119,6.92,,23,Tyler Eifert,TE,2020,18,17,22,CIN,1,21,2013
99,96,96,380,7787,Jammi German,WR,19980074,13768,0,0,0,0,0,0,0,0,0,0,0,33,20,294,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,187,9.38,23.80547945,33.5,4.53,39.5,,,122,,,,Jammi German,WR,2001,3,2,24,ATL,3,74,1998
100,97,97,382,14862,Leodis McKelvin,DB,20080011,16673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2471,1,99,1021,3,0,291,60,15,143,0,0,0,0,0,0,0,0,0,70.25,190,,22.66575342,,4.4,33.5,17,4.1,121,7.06,,,Leodis McKelvin,DB,2016,29,24,23,BUF,1,11,2008
101,98,98,383,13719,Scott Lutrus,LB,20110613,17510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,74.38,241,,23.02739726,,4.68,38,,4.09,121,6.89,,,,,,,,,,,,
102,99,99,390,21292,Kordell Stewart,QB,19950060,13006,1385,2500,15490,7608.7,79,92,180,1078,614,3156,42,90,45,703,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,253,0,73.5,212,9.5,22.52876712,31.5,4.52,36,,4.13,125,,,,Kordell Stewart,QB,2005,60,58,22,PIT,2,60,1995
103,100,100,396,11438,Tommy Johnson,DB,19950858,12902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,180,8.88,23.39452055,30.5,4.74,33,4,4.2,116,,11.68,,,,,,,,,,,
104,101,101,408,3166,LeRoy Butler,DB,19900048,10942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,39,547,0,0,0,0,0,0,0,0,0,71,193,9.25,21.77260274,29.38,4.56,32,9,4.29,114,,11.84,,LeRoy Butler,DB,2001,88,88,22,GNB,2,48,1990
105,102,102,425,9229,Rudy Harris,RB,19930091,12220,0,0,0,0,0,0,0,0,9,29,0,10,6,59,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5,253,8.63,21.61643836,32.13,,,18,,,,,,Rudy Harris,RB,1994,1,1,21,TAM,4,91,1993
106,103,103,429,4160,Shaun Cody,DT,20050037,15728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,3,86,56,1,-2,0,0,0,0,0,0,0,0,0,76,293,,22.26575342,,4.95,,34,,,,,,Shaun Cody,DT,2012,28,5,22,DET,2,37,2005
107,104,104,432,22605,Laremy Tunsil,OT,20160013,19600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,310,,21.75342466,,,,,,,,,,,,,,,,,,,
108,105,105,435,3670,Toby Caston,LB,19870159,10040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,235,9.5,21.79452055,31.75,4.82,32.5,10,4.55,117,,12.18,,Toby Caston,LB,1993,6,1,22,HOU,6,159,1987
109,106,106,437,10130,Lendy Holmes,DB,20090430,16890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,206,,23.51232877,,4.69,32,16,4.32,112,7.28,,,,,,,,,,,,
110,107,107,440,12761,Tron LaFavor,DT,20030171,15261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.9,290,,23.42739726,,5.08,28,26,,106,,,,Tron LaFavor,DT,2003,0,0,23,CHI,5,171,2003
111,108,108,441,10586,Carlos Hyde,RB,20140057,18394,0,0,0,0,0,0,0,0,572,2430,17,137,99,579,3,11,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.88,230,,22.64657534,,4.62,34.5,19,,113,,,9,Carlos Hyde,RB,2021,31,18,23,SFO,2,57,2014
112,109,109,443,7048,Lee Flowers,DB,19950151,12838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,33,0,0,0,0,0,0,0,0,0,71.1,204,9.5,22.28219178,30.63,4.81,36,14,4.25,124,,11.65,,Lee Flowers,DB,2002,35,35,22,PIT,5,151,1995
113,110,110,448,14625,Sultan McCullough,RB,20030591,15285,0,0,0,0,0,0,0,0,1,9,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4,202,,23.19452055,,4.49,,27,,,,,,,,,,,,,,,
114,111,111,450,10811,Marlion Jackson,RB,20000457,14461,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,242,,22.5260274,,4.65,35.5,24,4.14,125,7.15,,,,,,,,,,,,
115,112,112,452,14374,Aaron Maybin,DE,20090011,16942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,11,0,0,0,0,0,0,0,0,0,0,0,75.75,249,,21.06575342,,4.78,38,22,4.38,124,7.52,,,Aaron Maybin,DE,2012,5,2,21,BUF,1,11,2009
116,113,113,454,24384,Jerry Wilson,DB,19950105,13040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,0,0,0,0,8,0,0,7,42,0,0,0,0,0,0,0,0,0,70,180,9.5,21.77808219,31.13,4.63,32.5,9,4.06,117,,11.32,,Jerry Wilson,DB,2005,16,,22,TAM,4,105,1995
117,114,114,458,18035,Alfred Pupunu,TE,19920408,11961,0,0,0,0,0,0,0,0,0,0,0,175,115,1163,5,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5,248,10.13,22.53972603,33,5.05,32.5,23,4.47,115,,11.67,,,,,,,,,,,
118,115,115,459,5231,Isaac Davis,G,19940043,12507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.4,325,9.5,22.05753425,32.5,5.28,26,23,4.66,104,,,,Isaac Davis,G,1997,14,13,22,SDG,2,43,1994
119,116,116,460,22057,J.T. Thomas,LB,20110195,17610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,97,55,2,10,0,0,0,0,0,0,0,0,0,73,241,,22.71506849,,4.65,30.5,23,4.28,114,7.23,,,J.T. Thomas,LB,2017,12,1,23,CHI,6,195,2011
120,117,117,476,24059,Duke Williams,SS,20160988,19620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,19,1,34,0,0,0,0,0,0,0,0,0,74.25,229,,22.97534247,,4.72,30,14,4.47,121,7.43,,,,,,,,,,,,
121,118,118,477,11456,Walter Johnson,LB,19870046,10118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.1,240,9.25,23.47123288,32,4.54,29.5,22,4.36,116,,11.33,,Walter Johnson,LB,1989,3,2,23,HOU,2,46,1987
122,119,119,482,4246,Justin Coleman,CB,20150972,18625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,51,9,1,28,0,0,0,0,0,0,0,0,0,71,185,,22.10684932,,4.53,37.5,20,3.98,124,6.61,,,,,,,,,,,,
123,120,120,486,22426,Ryan Torain,RB,20080139,16753,0,0,0,0,0,0,0,0,238,1011,6,36,24,148,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,72.38,222,,21.7260274,,4.68,34,21,,120,,,,Ryan Torain,RB,2012,5,0,22,DEN,5,139,2008
124,121,121,489,2056,James Bostic,RB,19940083,12460,0,0,0,0,0,0,0,0,5,19,0,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.1,222,9.63,22.12876712,32,4.62,34.5,20,4.31,118,,11.56,,James Bostic,RB,1999,0,,22,RAM,3,83,1994
125,122,122,500,23489,Dee Webb,DB,20060236,16214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,70.75,183,,21.40273973,,4.45,36.5,,,121,,,,Dee Webb,DB,2006,1,1,21,JAX,7,236,2006
126,123,123,502,582,Dri Archer,WR,20140097,18273,0,0,0,0,0,0,0,0,11,39,0,14,10,38,0,23,515,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.75,173,,22.76164384,,4.26,38,20,4.06,122,6.86,,,Dri Archer,WR,2015,0,0,23,PIT,3,97,2014
127,124,124,503,16994,Jeff Pahukoa,G-T,19910311,11510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.4,298,9.25,22.20821918,31,5.37,25,,4.9,89,,,,,,,,,,,,,
128,125,125,506,13020,George Layne,RB,20010108,14738,0,0,0,0,0,0,0,0,3,32,0,5,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.5,242,,22.54794521,,4.64,32,,4.19,115,7.08,,,George Layne,RB,2004,0,,22,KAN,4,108,2001
129,126,126,513,22400,Laken Tomlinson,OG,20150028,18863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.3,323,,23.23561644,,5.33,31.5,25,4.87,103,8.17,,,,,,,,,,,,
130,127,127,516,14714,Ray McElroy,DB,19950114,12934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,71.8,196,8.88,22.73972603,32,4.64,33.5,16,4.23,118,,11.39,,Ray McElroy,DB,2001,7,7,23,IND,4,114,1995
131,128,128,517,8742,Tyjuan Hagler,LB,20050173,15787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1,0,0,0,2,77,32,1,35,0,0,0,0,0,0,0,0,0,71.6,236,,23.40273973,,4.61,35.5,35,4.07,114,7.21,,,Tyjuan Hagler,LB,2010,12,12,23,IND,5,173,2005
132,129,129,520,7932,Chris Gizzi,LB,19980400,13771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.9,232,9.75,23.12876712,31,,,26,,,,,,,,,,,,,,,
133,130,130,526,9438,Gerald Hayes,LB,20030070,15222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,5.5,156,49,5,60,0,0,0,0,0,0,0,0,0,72.9,238,,22.55616438,,4.75,30.5,,4.35,107,7.57,,,Gerald Hayes,LB,2010,27,27,22,ARI,3,70,2003
134,131,131,532,16583,Rakeem Nunez-Roches,DT,20150217,18791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,28,18,0,0,0,0,0,0,0,0,0,0,0,74.2,307,,21.83835616,,5.02,34,26,4.69,114,7.67,,,Rakeem Nunez-Roches,DT,2021,10,9,22,KAN,6,217,2015
135,132,132,534,19186,Orpheus Roye,DT-DE,19960200,13279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.5,3,3,2,2,0,0,0,0,0,0,0,0,0,75.5,295,10.25,23.26027397,35.5,5.01,29.5,24,4.73,108,,,,,,,,,,,,,
136,133,133,536,20023,Connor Shaw,QB,20140498,18515,14,28,177,55.2,0,1,4,27,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.38,206,,22.64931507,,4.66,34,,4.33,115,7.07,,,,,,,,,,,,
137,134,134,541,10993,Patrick Jeffers,WR,19960159,13181,0,0,0,0,0,0,0,0,2,16,0,184,105,1655,14,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.1,221,10,23.22739726,31.63,4.63,35,,4.21,121,,11.45,,Patrick Jeffers,WR,2001,17,0,23,DEN,5,159,1996
138,135,135,543,12008,Mike Keim,T,19910879,11439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,271,9.75,25.45479452,32,5.43,29,,4.81,100,,,,,,,,,,,,,
139,136,136,544,11590,Greg Jones,LB,19970051,13484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,7,0,0,1,9,0,0,0,0,0,0,0,0,0,76.1,241,9.25,22.9260274,34.63,4.82,38,19,4.19,129,7.48,11.29,,Greg Jones,LB,2002,15,13,23,WAS,2,51,1997
140,136,136,544,11590,Greg Jones,LB,19970051,13484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,7,0,0,1,9,0,0,0,0,0,0,0,0,0,76.1,241,9.25,22.9260274,34.63,4.82,38,19,4.19,129,7.48,11.29,,Greg Jones,LB,2012,3,3,22,NYG,6,185,2011
141,137,137,545,2719,Roger Brown,DB,19900215,10933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.8,192,9.25,23.36438356,29.38,4.6,30.5,11,4.21,112,,11.49,,Roger Brown,DB,1992,3,,23,GNB,8,215,1990
142,138,138,548,15254,Scott Milanovich,QB,19960416,13231,2,3,9,70.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.5,218,9.25,23.24931507,30.25,,,,,,,,,,,,,,,,,,
143,139,139,558,1983,Devante Bond,OLB,20160183,19336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,73.13,235,,22.83561644,,4.7,37.5,21,4.36,121,7.07,,,Devante Bond,OLB,2020,4,4,23,TAM,6,183,2016
144,140,140,560,19264,Steve Russ,LB,19950218,12982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6,237,9.5,22.6109589,32.75,4.67,36.5,18,4.31,117,,11.65,,Steve Russ,LB,2000,2,2,22,DEN,7,218,1995
145,141,141,561,505,Eric Andolsek,G,19880111,10276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.8,281,9.5,21.68767123,,5.09,27.5,25,4.76,108,,,,Eric Andolsek,G,1991,23,23,22,DET,5,111,1988
146,142,142,562,21283,David Stewart,T,20050113,15923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,78.5,314,,22.66849315,,5.25,,24,,,,,,David Stewart,T,2013,48,48,23,TEN,4,113,2005
147,143,143,573,16561,Jeff Novak,G-T,19900172,11105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.1,279,9.5,22.75342466,31.75,5.17,26,21,4.6,105,,,,,,,,,,,,,
148,144,144,574,2632,Ivory Lee Brown,RB,19910171,11263,0,0,0,0,0,0,0,0,68,194,2,7,7,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.6,243,9.63,21.69041096,32.5,4.7,36,7,4.78,121,,,,Ivory Lee Brown,RB,1992,2,2,22,PHO,7,171,1991
149,145,145,577,231,Mackensie Alexander,CB,20160054,19317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,1,10,0,0,0,0,0,0,0,0,0,70.38,190,,22.4739726,,,,11,,,,,,Mackensie Alexander,CB,2021,10,6,22,MIN,2,54,2016
150,146,146,578,5155,Anthony Davis,LB,19920301,11747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,5,75,0,0,0,0,0,0,0,0,0,72.4,231,9.88,23.15342466,32.25,4.7,35.5,,4.4,121,,11.77,,Anthony Davis,LB,2000,29,,23,HOU,11,301,1992
151,147,147,579,18425,Gabe Reid,TE,20030737,15322,0,0,0,0,0,0,0,0,0,0,0,17,8,62,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.4,255,,25.92876712,,4.81,37,23,4.31,119,7.48,,,,,,,,,,,,
152,148,148,585,1011,Michael Bankston,DE-NT-DT,19920100,11662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,28,0,0,0,0,0,0,0,0,0,73.8,284,9.5,22.13972603,33.5,5.35,28,22,4.74,102,,,,,,,,,,,,,
153,149,149,586,24715,Anthony Wright,QB,19990471,14339,352,642,3804,1864.2,21,27,57,407,82,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4,195,,23.18630137,,4.74,31,,4.35,116,7.45,,16,,,,,,,,,,
154,150,150,587,1165,Josh Barrett,DB,20080220,16519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,11,1,34,0,0,0,0,0,0,0,0,0,73.75,223,,23.44109589,,4.36,31.5,17,4.27,121,7.07,,,Josh Barrett,DB,2011,3,2,23,DEN,7,220,2008
155,151,151,591,3089,James Burton,DB,19940151,12480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,68.6,185,8.5,23.00821918,29.5,4.57,30.5,13,4.27,113,,11.75,,James Burton,DB,1997,5,,23,KAN,5,151,1994
156,152,152,597,12062,Eric Kelly,DB,20010069,14733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-7,0,0,0,0,0,0,0,0,0,70.5,199,,24.27945205,,4.47,36,15,4.18,120,7.24,,,Eric Kelly,DB,2003,9,9,24,MIN,3,69,2001
157,153,153,598,6721,Anthony Fasano,TE,20060053,16023,0,0,0,0,0,0,0,0,0,0,0,472,297,3227,36,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,76.13,259,,22.03835616,,4.86,33.5,19,4.34,112,6.94,,,Anthony Fasano,TE,2017,22,2,22,DAL,2,53,2006
158,154,154,602,16155,Chris Naeole,G,19970010,13545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,313,10.63,22.33150685,34.63,,,,,,,,,Chris Naeole,G,2007,62,20,22,NOR,1,10,1997
159,155,155,603,4773,Juron Criner,WR,20120168,17712,0,0,0,0,0,0,0,0,0,0,0,41,19,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.5,224,,22.38630137,,4.66,38,17,4.3,117,7.15,,,Juron Criner,WR,2013,1,1,22,OAK,5,168,2012
